mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Mario MANTOVANI,Italy,ECR,mario.mantovani@europarl.europa.eu,N/A,N/A,N/A,Legal affairs - JURI Vice-Chair,JURI (Vice-Chair),2024-12-15,
Michael MCNAMARA,Ireland,Renew Europe,michael.mcnamara@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; AI monitoring - AI Monitoring Group co-chair,LIBE (Member); ITRE (Substitute),2024-12-15,
Roberta METSOLA,Malta,EPP,roberta.metsola@europarl.europa.eu,N/A,N/A,N/A,EU leadership; rule of law; institutional affairs - President of the European Parliament,EP Presidency,2024-12-15,ep_president
Nikola MINCHEV,Bulgaria,Renew Europe,nikola.minchev@europarl.europa.eu,N/A,N/A,N/A,Internal market; civil liberties - IMCO Vice-Chair; Former Parliament Speaker,IMCO (Vice-Chair); LIBE (Substitute),2024-12-15,
Dolors MONTSERRAT,Spain,EPP,dolors.montserrat@europarl.europa.eu,N/A,N/A,N/A,Petitions; civil liberties - PETI Chair,PETI (Chair); LIBE (Substitute),2024-12-15,peti_chair
Siegfried MUREŞAN,Romania,EPP,siegfried.muresan@europarl.europa.eu,N/A,N/A,N/A,Budget; economic affairs - EPP Vice-Chair,BUDG; ECON,2024-12-15,
Jan-Christoph OETJEN,Germany,Renew,janchristoph.oetjen@europarl.europa.eu,N/A,N/A,N/A,"Transport policy, mobility, civil liberties, human rights - EP Vice-President",TRAN (Renew Coordinator); LIBE (substitute); DROI,2024-12-15,coordinator
Younous OMARJEE,France,The Left,younous.omarjee@europarl.europa.eu,N/A,N/A,N/A,"Regional development, cohesion policy, outermost regions, EU budget - EP Vice-President",REGI; BUDG; CONT,2024-12-15,ep_vice_president
Pina PICIERNO,Italy,S&D,pina.picierno@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, democracy, foreign affairs - EP Vice-President",AFET; LIBE (substitute),2024-12-15,
Nicola PROCACCINI,Italy,ECR,nicola.procaccini@europarl.europa.eu,N/A,N/A,N/A,"Industry policy, energy, research, digital transformation - ECR Co-Chair",ITRE; LIBE (substitute),2024-12-15,
Terry REINTKE,Germany,Greens/EFA,terry.reintke@europarl.europa.eu,N/A,N/A,N/A,"Rule of law, LGBTI rights, civil liberties, gender equality - Greens/EFA Co-President",CONT; SEDE,2024-12-15,
Martin SCHIRDEWAN,Germany,The Left,martin.schirdewan@europarl.europa.eu,N/A,N/A,N/A,"Economic policy, taxation - The Left Co-Chair",ECON,2024-12-15,
