mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Chloé RIDEL,France,S&D,chloe.ridel@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, digital rights, environment",LIBE; ENVI (substitute),2024-12-15,
Ilaria SALIS,Italy,The Left,ilaria.salis@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, human rights, digital rights",LIBE,2024-12-15,
Nacho SÁNCHEZ AMOR,Spain,S&D,nacho.sanchezamor@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, civil liberties, human rights, data protection",AFET; LIBE (substitute),2024-12-15,
Oliver SCHENK,Germany,EPP,oliver.schenk@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, industry",LIBE (substitute); ITRE (substitute),2024-12-15,
Isabel SERRA SÁNCHEZ,Spain,The Left,isabel.serrasanchez@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, human rights, digital rights",LIBE (substitute),2024-12-15,
Bartłomiej SIENKIEWICZ,Poland,EPP,bartlomiej.sienkiewicz@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, security, data protection",LIBE (substitute),2024-12-15,
Birgit SIPPEL,Germany,S&D,birgit.sippel@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, privacy, digital rights, justice and home affairs - Key LIBE expert",LIBE,2024-12-15,
Krzysztof ŚMISZEK,Poland,S&D,krzysztof.smiszek@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, human rights, legal affairs, LGBTI rights, data protection",LIBE; JURI,2024-12-15,
Sander SMIT,Netherlands,EPP,sander.smit@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, security",LIBE (substitute),2024-12-15,
Tineke STRIK,Netherlands,Greens/EFA,tineke.strik@europarl.europa.eu,N/A,N/A,N/A,"Migration, human rights, rule of law, Frontex accountability, data protection",AFET (Member); DROI (Member); LIBE (Substitute),2024-12-15,
Ramona STRUGARIU,Romania,Renew Europe,ramona.strugariu@europarl.europa.eu,N/A,N/A,N/A,"Anti-corruption, rule of law, digital rights, civil liberties, AI governance",LIBE (Member); AFET (Substitute),2024-12-15,
Cristian TERHEȘ,Romania,ECR,cristian.terhes@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, sovereignty, foreign affairs, digital privacy, data protection",CONT (Vice-Chair); AFET; SEDE; EUDS,2024-12-15,
Jana TOOM,Estonia,Renew Europe,jana.toom@europarl.europa.eu,N/A,N/A,N/A,"EU citizenship rights, digital policy, AI governance, stateless persons, data protection",EMPL (Coordinator); PETI; JURI (Substitute); FEMM (Substitute); HOUS (Coordinator),2024-12-15,
Kim VAN SPARRENTAK,Netherlands,Greens/EFA,kim.vansparrentak@europarl.europa.eu,N/A,N/A,N/A,"Digital rights, privacy, platform economy, AI governance, data protection, gender equality",IMCO (Member); FEMM,2024-12-15,
Axel VOSS,Germany,EPP,axel.voss@europarl.europa.eu,N/A,N/A,N/A,"AI Act, copyright, data protection, digital policy, cybersecurity, GDPR implementation",JURI (Coordinator); IMCO (Substitute); LIBE (Substitute),2024-12-15,ai_act_architect
Jadwiga WIŚNIEWSKA,Poland,ECR,jadwiga.wisniewska@europarl.europa.eu,N/A,N/A,N/A,"Justice and home affairs, environment, women's rights, data protection",LIBE (Member); ENVI (Substitute); FEMM (Substitute),2024-12-15,
Stéphanie YON-COURTIN,France,Renew Europe,stephanie.yon-courtin@europarl.europa.eu,N/A,N/A,N/A,"Digital policy, fintech, AI regulation, data protection, banking regulation, digital euro",ECON; ITRE,2024-12-15,
Tomáš ZDECHOVSKÝ,Czechia,EPP,tomas.zdechovsky@europarl.europa.eu,N/A,N/A,N/A,"Rule of law, migration, security, media, internal market, consumer protection, data protection",CONT; LIBE; EUDS; IMCO (Substitute),2024-12-15,
Carlos ZORRINHO,Portugal,S&D,carlos.zorrinho@europarl.europa.eu,N/A,N/A,N/A,"Digital policy, AI governance, cybersecurity, data protection, energy, industrial strategy",ITRE; AIDA (historically),2024-12-15,
