mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Catherine GRISET,France,PfE,catherine.griset@europarl.europa.eu,N/A,N/A,N/A,Women's rights; fisheries,FEMM; PECH,2024-12-15,
Christophe GRUDLER,France,Renew Europe,christophe.grudler@europarl.europa.eu,N/A,N/A,N/A,Digital policy; energy; defense; space policy,ITRE (Coordinator - Renew); AFET (Substitute),2024-12-15,coordinator
Bernard GUETTA,France,Renew Europe,bernard.guetta@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; European integration,AFET (Member),2024-12-15,
Rima HASSAN,France,The Left,rima.hassan@europarl.europa.eu,N/A,N/A,N/A,Human rights; foreign affairs,AFET; DROI,2024-12-15,
Valérie HAYER,France,Renew Europe,valerie.hayer@europarl.europa.eu,N/A,N/A,N/A,Budget; EU funding; European affairs - Renew Europe Group President,BUDG; Conference of Presidents,2024-12-15,
Céline IMART,France,EPP,celine.imart@europarl.europa.eu,N/A,N/A,N/A,Agriculture; food policy,AGRI,2024-12-15,
France JAMET,France,PfE,france.jamet@europarl.europa.eu,N/A,N/A,N/A,Regional policy; fisheries; housing,PECH; REGI; HOUS,2024-12-15,
Virginie JORON,France,PfE,virginie.joron@europarl.europa.eu,N/A,N/A,N/A,Internal market; consumer protection; petitions,IMCO (Member); PETI,2024-12-15,
Pierre JOUVET,France,S&D,pierre.jouvet@europarl.europa.eu,N/A,N/A,N/A,Internal market; consumer protection,IMCO (Member),2024-12-15,
François KALFON,France,S&D,francois.kalfon@europarl.europa.eu,N/A,N/A,N/A,Space law; internal market - IMCO Space Law Rapporteur,IMCO (Substitute),2024-12-15,rapporteur
Fabienne KELLER,France,Renew Europe,fabienne.keller@europarl.europa.eu,N/A,N/A,N/A,Migration; asylum policy; civil liberties,LIBE (Member),2024-12-15,
Sarah KNAFO,France,ESN,sarah.knafo@europarl.europa.eu,N/A,N/A,N/A,Industry; economic affairs,ITRE (Member); ECON,2024-12-15,
Aurore LALUCQ,France,S&D,aurore.lalucq@europarl.europa.eu,N/A,N/A,N/A,Economic policy; sustainable finance,ECON,2024-12-15,
Murielle LAURENT,France,S&D,murielle.laurent@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; justice,LIBE (Member),2024-12-15,
Isabelle LE CALLENNEC,France,EPP,isabelle.lecallennec@europarl.europa.eu,N/A,N/A,N/A,Employment; social affairs,EMPL,2024-12-15,
Fabrice LEGGERI,France,PfE,fabrice.leggeri@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; migration; border control - Former Frontex Director,LIBE (Member),2024-12-15,
Julien LEONARDELLI,France,PfE,julien.leonardelli@europarl.europa.eu,N/A,N/A,N/A,Agriculture; fisheries,AGRI; PECH,2024-12-15,
Nathalie LOISEAU,France,Renew Europe,nathalie.loiseau@europarl.europa.eu,N/A,N/A,N/A,European security; defense; foreign interference; disinformation; cybersecurity - Former Minister; EU-UK Assembly Chair,AFET; SEDE (Coordinator); LIBE (Substitute); EUDS,2024-12-15,coordinator
Marion MARÉCHAL,France,ECR,marion.marechal@europarl.europa.eu,N/A,N/A,N/A,Industry; defense,ITRE (Substitute); SEDE,2024-12-15,
Thierry MARIANI,France,PfE,thierry.mariani@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; transport,AFET; TRAN,2024-12-15,
Nora MEBAREK,France,S&D,nora.mebarek@europarl.europa.eu,N/A,N/A,N/A,Regional development; agriculture,REGI; AGRI,2024-12-15,
Marina MESURE,France,The Left,marina.mesure@europarl.europa.eu,N/A,N/A,N/A,Industry; employment; workers' rights,ITRE (Member); EMPL,2024-12-15,
Nadine MORANO,France,EPP,nadine.morano@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; security,LIBE (Member),2024-12-15,
Aleksandar NIKOLIC,France,PfE,aleksandar.nikolic@europarl.europa.eu,N/A,N/A,N/A,"Defense, national security",SEDE; ITRE,2024-12-15,
Philippe OLIVIER,France,PfE,philippe.olivier@europarl.europa.eu,N/A,N/A,N/A,"Transport, internal market, consumer protection, digital services",TRAN; IMCO (substitute),2024-12-15,
Younous OMARJEE,France,The Left,younous.omarjee@europarl.europa.eu,N/A,N/A,N/A,"Regional development, cohesion policy, outermost regions, EU budget - EP Vice-President",REGI; BUDG; CONT,2024-12-15,ep_vice_president
Max ORVILLE,France,Renew,max.orville@europarl.europa.eu,N/A,N/A,N/A,"Regional development, overseas territories, agriculture",REGI; AGRI,2024-12-15,
Thomas PELLERIN-CARLIN,France,S&D,thomas.pellerincarlin@europarl.europa.eu,N/A,N/A,N/A,"Energy policy, climate, research policy, industrial transformation",ITRE,2024-12-15,
Guillaume PELTIER,France,ECR,guillaume.peltier@europarl.europa.eu,N/A,N/A,N/A,"Conservative policy, French national interests",AFET,2024-12-15,
Gilles PENNELLE,France,PfE,gilles.pennelle@europarl.europa.eu,N/A,N/A,N/A,National sovereignty,BUDG,2024-12-15,
Pascale PIERA,France,PfE,pascale.piera@europarl.europa.eu,N/A,N/A,N/A,"Industry policy, energy, research, legal affairs, civil liberties",ITRE; JURI; LIBE (substitute),2024-12-15,
Pierre PIMPIE,France,PfE,pierre.pimpie@europarl.europa.eu,N/A,N/A,N/A,National sovereignty,BUDG,2024-12-15,
Emma RAFOWICZ,France,S&D,emma.rafowicz@europarl.europa.eu,N/A,N/A,N/A,"Culture, education, youth policy",CULT; LIBE (substitute),2024-12-15,
Julie RECHAGNEUX,France,PfE,julie.rechagneux@europarl.europa.eu,N/A,N/A,N/A,"French national interests, legal affairs",ITRE; JURI (substitute),2024-12-15,
Chloé RIDEL,France,S&D,chloe.ridel@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, digital rights, environment",LIBE; ENVI (substitute),2024-12-15,
André ROUGÉ,France,PfE,andre.rouge@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, French interests",TRAN,2024-12-15,
Arash SAEIDI,France,The Left,arash.saeidi@europarl.europa.eu,N/A,N/A,N/A,"Human rights, legal affairs",DROI; JURI (substitute),2024-12-15,
Laurence SAILLIET,France,EPP,laurence.sailliet@europarl.europa.eu,N/A,N/A,N/A,General EPP policy,EMPL,2024-12-15,
Julien SANCHEZ,France,PfE,julien.sanchez@europarl.europa.eu,N/A,N/A,N/A,French national interests,CULT,2024-12-15,
Anne SANDER,France,EPP,anne.sander@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, employment",AGRI; EMPL,2024-12-15,
Eric SARGIACOMO,France,S&D,eric.sargiacomo@europarl.europa.eu,N/A,N/A,N/A,"Social policy, legal affairs",EMPL; JURI (substitute),2024-12-15,
Mounir SATOURI,France,Greens/EFA,mounir.satouri@europarl.europa.eu,N/A,N/A,N/A,"Human rights, foreign affairs",DROI (Chair),2024-12-15,
Majdouline SBAI,France,The Left,majdouline.sbai@europarl.europa.eu,N/A,N/A,N/A,"Social policy, women's rights",FEMM,2024-12-15,
Malika SOREL,France,PfE,malika.sorel@europarl.europa.eu,N/A,N/A,N/A,"National identity, immigration policy, French sovereignty",LIBE,2024-12-15,
Pierre-Romain THIONNET,France,PfE,pierre-romain.thionnet@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, immigration, French interests",LIBE,2024-12-15,
Rody TOLASSY,France,PfE,rody.tolassy@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, French interests, immigration",LIBE,2024-12-15,
Marie TOUSSAINT,France,Greens/EFA,marie.toussaint@europarl.europa.eu,N/A,N/A,N/A,"Climate justice, ecocide recognition, environmental law, Green Deal, corporate accountability, renewable energy",ENVI (Coordinator); ECON; ITRE (Substitute); SANT (Substitute); FISC; HOUS,2024-12-15,coordinator
Laurence TROCHU,France,ECR,laurence.trochu@europarl.europa.eu,N/A,N/A,N/A,"Conservative values, environment, family policy",ENVI (Substitute),2024-12-15,
Matthieu VALET,France,PfE,matthieu.valet@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, security, law enforcement",LIBE,2024-12-15,
Alexandre VARAUT,France,PfE,alexandre.varaut@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, conservative values",JURI; AFET,2024-12-15,
Stéphanie YON-COURTIN,France,Renew Europe,stephanie.yon-courtin@europarl.europa.eu,N/A,N/A,N/A,"Digital policy, fintech, AI regulation, data protection, banking regulation, digital euro",ECON; ITRE,2024-12-15,
