mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Arkadiusz MULARCZYK,Poland,ECR,arkadiusz.mularczyk@europarl.europa.eu,N/A,N/A,N/A,Legal affairs; foreign affairs,JURI (Substitute); AFET,2024-12-15,
Piotr MÜLLER,Poland,ECR,piotr.muller@europarl.europa.eu,N/A,N/A,N/A,Internal market; consumer protection,IMCO (Member),2024-12-15,
Mirosława NYKIEL,Poland,EPP,miroslawa.nykiel@europarl.europa.eu,N/A,N/A,N/A,"Gender equality, women's rights",FEMM; ITRE,2024-12-15,
Daniel OBAJTEK,Poland,ECR,daniel.obajtek@europarl.europa.eu,N/A,N/A,N/A,"Industrial policy, energy, Clean Industrial Deal, EU competitiveness",ITRE (ECR Coordinator); IMCO (substitute),2024-12-15,
Janina OCHOJSKA,Poland,EPP,janina.ochojska@europarl.europa.eu,N/A,N/A,N/A,"Human rights, development aid, migration, civil liberties",DEVE; DROI; LIBE,2024-12-15,
Jan OLBRYCHT,Poland,EPP,jan.olbrycht@europarl.europa.eu,N/A,N/A,N/A,"EU budget, Multiannual Financial Framework (MFF rapporteur), cohesion policy, regional development",BUDG; CONT; REGI,2024-12-15,
Jacek OZDOBA,Poland,ECR,jacek.ozdoba@europarl.europa.eu,N/A,N/A,N/A,"Environment, civil liberties",ENVI; LIBE (substitute),2024-12-15,
Jacek PROTAS,Poland,EPP,jacek.protas@europarl.europa.eu,N/A,N/A,N/A,"Regional policy, Polish affairs",REGI,2024-12-15,
Bogdan RZOŃCA,Poland,ECR,bogdan.rzonca@europarl.europa.eu,N/A,N/A,N/A,"Petitions, transport, citizen engagement",PETI (Chair); TRAN,2024-12-15,
Jacek SARYUSZ-WOLSKI,Poland,ECR,jacek.saryuszwolski@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, constitutional affairs, industry",AFET; AFCO; ITRE,2024-12-15,
Joanna SCHEURING-WIELGUS,Poland,S&D,joanna.scheuringwielgus@europarl.europa.eu,N/A,N/A,N/A,"Consumer protection, internal market, digital services, women's rights",IMCO (substitute); FEMM,2024-12-15,
Czesław Adam SIEKIERSKI,Poland,EPP,czeslawawadam.siekierski@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, rural development",AGRI,2024-12-15,
Bartłomiej SIENKIEWICZ,Poland,EPP,bartlomiej.sienkiewicz@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, security, data protection",LIBE (substitute),2024-12-15,
Radosław SIKORSKI,Poland,EPP,radoslaw.sikorski@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, security, transatlantic relations",AFET,2024-12-15,
Krzysztof ŚMISZEK,Poland,S&D,krzysztof.smiszek@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, human rights, legal affairs, LGBTI rights, data protection",LIBE; JURI,2024-12-15,
Beata SZYDŁO,Poland,ECR,beata.szydlo@europarl.europa.eu,N/A,N/A,N/A,"Industry, research, energy, transport, European Democracy Shield, AI and digital policy",ITRE (Member); EUDS (Member); BUDG (Substitute); TRAN (Substitute),2024-12-15,
Dominik TARCZYŃSKI,Poland,ECR,dominik.tarczynski@europarl.europa.eu,N/A,N/A,N/A,"Conservative values, national sovereignty, security",LIBE; AFET,2024-12-15,
Stanisław TYSZKA,Poland,ESN,stanislaw.tyszka@europarl.europa.eu,N/A,N/A,N/A,"Sovereignty, libertarian-conservative policies",AFCO; ECON,2024-12-15,
Maciej WĄSIK,Poland,ECR,maciej.wasik@europarl.europa.eu,N/A,N/A,N/A,"Security, justice, budgetary matters",CONT; LIBE,2024-12-15,
Michał WAWRYKIEWICZ,Poland,EPP,michal.wawrykiewicz@europarl.europa.eu,N/A,N/A,N/A,"Rule of law, legal affairs, judicial independence",JURI (Member); LIBE,2024-12-15,
Marta WCISŁO,Poland,EPP,marta.wcislo@europarl.europa.eu,N/A,N/A,N/A,"Technology, energy policy, industry",ITRE; AGRI,2024-12-15,
Jadwiga WIŚNIEWSKA,Poland,ECR,jadwiga.wisniewska@europarl.europa.eu,N/A,N/A,N/A,"Justice and home affairs, environment, women's rights, data protection",LIBE (Member); ENVI (Substitute); FEMM (Substitute),2024-12-15,
Ewa ZAJĄCZKOWSKA-HERNIK,Poland,ESN,ewa.zajaczkowska-hernik@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, migration policy, EU reform",LIBE,2024-12-15,
Anna ZALEWSKA,Poland,ECR,anna.zalewska@europarl.europa.eu,N/A,N/A,N/A,"Environment, employment, education",ENVI; EMPL,2024-12-15,
Bogdan Andrzej ZDROJEWSKI,Poland,EPP,bogdan.zdrojewski@europarl.europa.eu,N/A,N/A,N/A,"Culture, education, media, digital heritage",CULT,2024-12-15,
Kosma ZŁOTOWSKI,Poland,ECR,kosma.zlotowski@europarl.europa.eu,N/A,N/A,N/A,"Transport, infrastructure, technology, energy, digital connectivity",TRAN; ITRE,2024-12-15,
