mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Alexander BERNHUBER,Austria,EPP,alexander.bernhuber@europarl.europa.eu,N/A,N/A,N/A,Agriculture; Environment,AGRI; ENVI,2024-12-15,
Ioan-Rareş BOGDAN,Romania,EPP,ioanrares.bogdan@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; Foreign affairs,LIBE; AFET,2024-12-15,
Krzysztof BREJZA,Poland,EPP,krzysztof.brejza@europarl.europa.eu,N/A,N/A,N/A,Civil liberties,LIBE,2024-12-15,
Nikolina BRNJAC,Croatia,EPP,nikolina.brnjac@europarl.europa.eu,N/A,N/A,N/A,Tourism; Regional development,REGI; TRAN,2024-12-15,
Daniel BUDA,Romania,EPP,daniel.buda@europarl.europa.eu,N/A,N/A,N/A,Legal affairs; Agriculture,JURI; AGRI,2024-12-15,
Borys BUDKA,Poland,EPP,borys.budka@europarl.europa.eu,N/A,N/A,N/A,Industry; Research; Energy - Committee Chair,ITRE,2024-12-15,itre_chair
Sebastião BUGALHO,Portugal,EPP,sebastiao.bugalho@europarl.europa.eu,N/A,N/A,N/A,General affairs,N/A,2024-12-15,
Andrzej BUŁA,Poland,EPP,andrzej.bula@europarl.europa.eu,N/A,N/A,N/A,Regional development,REGI,2024-12-15,
Nina CARBERRY,Ireland,EPP,nina.carberry@europarl.europa.eu,N/A,N/A,N/A,Agriculture,AGRI,2024-12-15,
David CASA,Malta,EPP,david.casa@europarl.europa.eu,N/A,N/A,N/A,Employment; Social affairs,EMPL,2024-12-15,
Daniel CASPARY,Germany,EPP,daniel.caspary@europarl.europa.eu,N/A,N/A,N/A,International trade; EPP Delegation Chair,INTA,2024-12-15,
Laurent CASTILLO,France,EPP,laurent.castillo@europarl.europa.eu,N/A,N/A,N/A,General affairs,N/A,2024-12-15,
Pilar DEL CASTILLO VERA,Spain,EPP,pilar.delcastillovera@europarl.europa.eu,N/A,N/A,N/A,Industry; Research; Energy; Digital infrastructure; Data Act Rapporteur,ITRE,2024-12-15,
Caterina CHINNICI,Italy,EPP,caterina.chinnici@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; Justice,LIBE,2024-12-15,
Carmen CRESPO DÍAZ,Spain,EPP,carmen.crespodiaz@europarl.europa.eu,N/A,N/A,N/A,Fisheries,PECH,2024-12-15,
Paulo CUNHA,Portugal,EPP,paulo.cunha@europarl.europa.eu,N/A,N/A,N/A,Environment,ENVI,2024-12-15,
Henrik DAHL,Denmark,EPP,henrik.dahl@europarl.europa.eu,N/A,N/A,N/A,Economic affairs,ECON,2024-12-15,
Dóra DÁVID,Hungary,EPP,dora.david@europarl.europa.eu,N/A,N/A,N/A,General affairs,N/A,2024-12-15,
Raúl DE LA HOZ QUINTANO,Spain,EPP,raul.delahozquintano@europarl.europa.eu,N/A,N/A,N/A,Legal affairs,JURI,2024-12-15,
Salvatore DE MEO,Italy,EPP,salvatore.demeo@europarl.europa.eu,N/A,N/A,N/A,Constitutional affairs; Culture,AFCO; CULT,2024-12-15,
Regina DOHERTY,Ireland,EPP,regina.doherty@europarl.europa.eu,N/A,N/A,N/A,Employment,EMPL,2024-12-15,
Christian DOLESCHAL,Germany,EPP,christian.doleschal@europarl.europa.eu,N/A,N/A,N/A,Internal market - IMCO Vice-Chair; Youth affairs,IMCO,2024-12-15,
Paulo DO NASCIMENTO CABRAL,Portugal,EPP,paulo.donascimentocabral@europarl.europa.eu,N/A,N/A,N/A,Fisheries,PECH,2024-12-15,
Herbert DORFMANN,Italy,EPP,herbert.dorfmann@europarl.europa.eu,N/A,N/A,N/A,Agriculture; Regional policy,AGRI; REGI,2024-12-15,
Lena DÜPONT,Germany,EPP,lena.dupont@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; Migration,LIBE,2024-12-15,
Christian EHLER,Germany,EPP,christian.ehler@europarl.europa.eu,N/A,N/A,N/A,Industry; Research; Energy; STOA Chair; Horizon Europe; Digital research; AI policy,ITRE,2024-12-15,
Rosa ESTARÀS FERRAGUT,Spain,EPP,rosa.estarasferragut@europarl.europa.eu,N/A,N/A,N/A,Women's rights; Employment,FEMM; EMPL,2024-12-15,
Alma EZCURRA ALMANSA,Spain,EPP,alma.ezcurraalmansa@europarl.europa.eu,N/A,N/A,N/A,Employment,EMPL,2024-12-15,
Gheorghe FALCĂ,Romania,EPP,gheorghe.falca@europarl.europa.eu,N/A,N/A,N/A,Transport,TRAN,2024-12-15,
Marco FALCONE,Italy,EPP,marco.falcone@europarl.europa.eu,N/A,N/A,N/A,Economic affairs,ECON,2024-12-15,
Jan FARSKÝ,Czechia,EPP,jan.farsky@europarl.europa.eu,N/A,N/A,N/A,Regional development,REGI,2024-12-15,
Markus FERBER,Germany,EPP,markus.ferber@europarl.europa.eu,N/A,N/A,N/A,Economic affairs; Financial services,ECON,2024-12-15,
Loucas FOURLAS,Cyprus,EPP,loucas.fourlas@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; Child rights,LIBE,2024-12-15,
Michael GAHLER,Germany,EPP,michael.gahler@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; Security,AFET; SEDE,2024-12-15,
Kamila GASIUK-PIHOWICZ,Poland,EPP,kamila.gasiukpihowicz@europarl.europa.eu,N/A,N/A,N/A,Internal market - IMCO Vice-Chair,IMCO,2024-12-15,
Gabriella GERZSENYI,Hungary,EPP,gabriella.gerzsenyi@europarl.europa.eu,N/A,N/A,N/A,General affairs,N/A,2024-12-15,
Niels GEUKING,Germany,EPP,niels.geuking@europarl.europa.eu,N/A,N/A,N/A,Family policy,FEMM,2024-12-15,
Jens GIESEKE,Germany,EPP,jens.gieseke@europarl.europa.eu,N/A,N/A,N/A,Environment; Agriculture,ENVI; AGRI,2024-12-15,
Borja GIMÉNEZ LARRAZ,Spain,EPP,borja.gimenezlarraz@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs,AFET,2024-12-15,
Sunčana GLAVAK,Croatia,EPP,suncana.glavak@europarl.europa.eu,N/A,N/A,N/A,Industry; Transport,ITRE; TRAN,2024-12-15,
Christophe GOMART,France,EPP,christophe.gomart@europarl.europa.eu,N/A,N/A,N/A,Defense; security policy,AFET; SEDE,2024-12-15,
Esteban GONZÁLEZ PONS,Spain,EPP,esteban.gonzalezpons@europarl.europa.eu,N/A,N/A,N/A,Constitutional affairs; rule of law; EU institutional reform,JURI (Member); AFCO (Member) - EP Vice-President,2024-12-15,
Dirk GOTINK,Netherlands,EPP,dirk.gotink@europarl.europa.eu,N/A,N/A,N/A,Internal market; consumer protection,IMCO (Substitute),2024-12-15,
Branko GRIMS,Slovenia,EPP,branko.grims@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; justice; home affairs,LIBE (Member),2024-12-15,
Hanna GRONKIEWICZ-WALTZ,Poland,EPP,hanna.gronkiewicz-waltz@europarl.europa.eu,N/A,N/A,N/A,Economic affairs; banking; finance,ECON,2024-12-15,
Michalis HADJIPANTELA,Cyprus,EPP,michalis.hadjipantela@europarl.europa.eu,N/A,N/A,N/A,Industry; research; health,ITRE (Substitute); ENVI,2024-12-15,
Andrzej HALICKI,Poland,EPP,andrzej.halicki@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; rule of law,LIBE,2024-12-15,
Niels Flemming HANSEN,Denmark,EPP,nielsflemming.hansen@europarl.europa.eu,N/A,N/A,N/A,Industry; research; energy,ITRE (Member),2024-12-15,
Mircea-Gheorghe HAVA,Romania,EPP,mirceagheorghe.hava@europarl.europa.eu,N/A,N/A,N/A,Regional development; transport,REGI; TRAN,2024-12-15,
Niclas HERBST,Germany,EPP,niclas.herbst@europarl.europa.eu,N/A,N/A,N/A,Budget; regional development,BUDG; REGI,2024-12-15,
Esther HERRANZ GARCÍA,Spain,EPP,esther.herranzgarcia@europarl.europa.eu,N/A,N/A,N/A,Agriculture; rural development,AGRI,2024-12-15,
Krzysztof HETMAN,Poland,EPP,krzysztof.hetman@europarl.europa.eu,N/A,N/A,N/A,Industry; research; agriculture,ITRE (Substitute); AGRI,2024-12-15,
Monika HOHLMEIER,Germany,EPP,monika.hohlmeier@europarl.europa.eu,N/A,N/A,N/A,Budgetary control; counter-terrorism; security; AI in law enforcement,CONT (Chair); LIBE (Substitute),2024-12-15,cont_chair
Sérgio HUMBERTO,Portugal,EPP,sergio.humberto@europarl.europa.eu,N/A,N/A,N/A,Economic affairs; budget,ECON; BUDG,2024-12-15,
Céline IMART,France,EPP,celine.imart@europarl.europa.eu,N/A,N/A,N/A,Agriculture; food policy,AGRI,2024-12-15,
Adam JARUBAS,Poland,EPP,adam.jarubas@europarl.europa.eu,N/A,N/A,N/A,Public health; digital health; green transformation - SANT Committee Chair,SANT (Chair); ITRE; ENVI,2024-12-15,sant_chair
Dariusz JOŃSKI,Poland,EPP,dariusz.jonski@europarl.europa.eu,N/A,N/A,N/A,Budget; budgetary control,BUDG; CONT,2024-12-15,
Rasa JUKNEVIČIENĖ,Lithuania,EPP,rasa.jukneviciene@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; defense; civil liberties,AFET; SEDE; LIBE (Substitute),2024-12-15,
Sandra KALNIETE,Latvia,EPP,sandra.kalniete@europarl.europa.eu,N/A,N/A,N/A,Russia relations; disinformation; Ukraine; sanctions; democracy shield - Former EU Commissioner,AFET (Member); INTA (Substitute); CULT (Substitute); EUDS (Vice-Chair),2024-12-15,
Radan KANEV,Bulgaria,EPP,radan.kanev@europarl.europa.eu,N/A,N/A,N/A,Industry; research; rule of law,ITRE (Substitute); LIBE,2024-12-15,
Emmanouil KEFALOGIANNIS,Greece,EPP,emmanouil.kefalogiannis@europarl.europa.eu,N/A,N/A,N/A,Agriculture; fisheries,AGRI; PECH,2024-12-15,
Seán KELLY,Ireland,EPP,sean.kelly@europarl.europa.eu,N/A,N/A,N/A,Industry; research; energy; digital infrastructure,ITRE (Member),2024-12-15,
Martine KEMP,Luxembourg,EPP,martine.kemp@europarl.europa.eu,N/A,N/A,N/A,Employment; social affairs,EMPL,2024-12-15,
Sophia KIRCHER,Austria,EPP,sophia.kircher@europarl.europa.eu,N/A,N/A,N/A,Internal market; consumer protection,IMCO (Substitute),2024-12-15,
Stefan KÖHLER,Germany,EPP,stefan.koehler@europarl.europa.eu,N/A,N/A,N/A,Agriculture; rural development,AGRI,2024-12-15,
Łukasz KOHUT,Poland,EPP,lukasz.kohut@europarl.europa.eu,N/A,N/A,N/A,Culture; employment,CULT; EMPL,2024-12-15,
Arba KOKALARI,Sweden,EPP,arba.kokalari@europarl.europa.eu,N/A,N/A,N/A,Internal market; consumer protection; Digital Services,IMCO (Member),2024-12-15,
Ondřej KOLÁŘ,Czechia,EPP,ondrej.kolar@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; security,AFET; SEDE,2024-12-15,
Kinga KOLLÁR,Hungary,EPP,kinga.kollar@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; women's rights,LIBE; FEMM,2024-12-15,
Ewa KOPACZ,Poland,EPP,ewa.kopacz@europarl.europa.eu,N/A,N/A,N/A,Health; EU institutional affairs - Former Prime Minister of Poland,ENVI; AFCO,2024-12-15,
Andrey KOVATCHEV,Bulgaria,EPP,andrey.kovatchev@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; Western Balkans,AFET,2024-12-15,
András Tivadar KULJA,Hungary,EPP,andrastivadar.kulja@europarl.europa.eu,N/A,N/A,N/A,Economic affairs; budget,ECON; BUDG,2024-12-15,
Eszter LAKOS,Hungary,EPP,eszter.lakos@europarl.europa.eu,N/A,N/A,N/A,Industry; research; energy,ITRE (Member),2024-12-15,
Ilia LAZAROV,Bulgaria,EPP,ilia.lazarov@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; agriculture,AFET; AGRI,2024-12-15,
Isabelle LE CALLENNEC,France,EPP,isabelle.lecallennec@europarl.europa.eu,N/A,N/A,N/A,Employment; social affairs,EMPL,2024-12-15,
Jeroen LENAERS,Netherlands,EPP,jeroen.lenaers@europarl.europa.eu,N/A,N/A,N/A,Cybersecurity; AI in law enforcement; data protection; migration - EPP Vice-Chair; Former LIBE Chair,LIBE (Member); EMPL,2024-12-15,
Janusz LEWANDOWSKI,Poland,EPP,janusz.lewandowski@europarl.europa.eu,N/A,N/A,N/A,Budget; economic affairs - Former EU Commissioner,BUDG; ECON,2024-12-15,
Miriam LEXMANN,Slovakia,EPP,miriam.lexmann@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; human rights,AFET; DROI,2024-12-15,
Peter LIESE,Germany,EPP,peter.liese@europarl.europa.eu,N/A,N/A,N/A,Environment; public health; climate,ENVI,2024-12-15,
Norbert LINS,Germany,EPP,norbert.lins@europarl.europa.eu,N/A,N/A,N/A,Agriculture; environment,AGRI; ENVI,2024-12-15,
Reinhold LOPATKA,Austria,EPP,reinhold.lopatka@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; Western Balkans,AFET,2024-12-15,
Antonio LÓPEZ-ISTÚRIZ WHITE,Spain,EPP,antonio.lopezisturiz@europarl.europa.eu,N/A,N/A,N/A,Constitutional affairs; foreign affairs,AFCO; AFET,2024-12-15,
Elżbieta Katarzyna ŁUKACIJEWSKA,Poland,EPP,elzbietakatarzyna.lukacijewska@europarl.europa.eu,N/A,N/A,N/A,Transport; regional development,TRAN; REGI,2024-12-15,
David MCALLISTER,Germany,EPP,david.mcallister@europarl.europa.eu,N/A,N/A,N/A,EU foreign policy; transatlantic relations; Ukraine; Western Balkans - AFET Committee Chair; Former PM of Lower Saxony,AFET (Chair); INTA (Substitute),2024-12-15,afet_chair
Péter MAGYAR,Hungary,EPP,peter.magyar@europarl.europa.eu,N/A,N/A,N/A,Environment; budgetary control - Leader of TISZA party,ENVI; CONT,2024-12-15,
Lukas MANDL,Austria,EPP,lukas.mandl@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; legal affairs; security,LIBE (Member); JURI (Member); SEDE (Vice-Chair),2024-12-15,
Jagna MARCZUŁAJTIS-WALCZAK,Poland,EPP,jagna.marczulajtis@europarl.europa.eu,N/A,N/A,N/A,Culture; sport,CULT,2024-12-15,
Fulvio MARTUSCIELLO,Italy,EPP,fulvio.martusciello@europarl.europa.eu,N/A,N/A,N/A,Industry; energy,ITRE (Member),2024-12-15,
Gabriel MATO,Spain,EPP,gabriel.mato@europarl.europa.eu,N/A,N/A,N/A,Fisheries; agriculture,PECH; AGRI,2024-12-15,
Eva MAYDELL,Bulgaria,EPP,eva.maydell@europarl.europa.eu,N/A,N/A,N/A,Digital economy; AI regulation; innovation; blockchain,ITRE (Member); IMCO,2024-12-15,
Liudas MAŽYLIS,Lithuania,EPP,liudas.mazylis@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; culture,AFET; CULT,2024-12-15,
Alexandra MEHNERT,Germany,EPP,alexandra.mehnert@europarl.europa.eu,N/A,N/A,N/A,Environment; agriculture,ENVI; AGRI,2024-12-15,
Vangelis MEIMARAKIS,Greece,EPP,vangelis.meimarakis@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; defense - Former Parliament Speaker,AFET; SEDE,2024-12-15,
Eleonora MELETI,Greece,EPP,eleonora.meleti@europarl.europa.eu,N/A,N/A,N/A,Environment; health,ENVI,2024-12-15,
Verena MERTENS,Germany,EPP,verena.mertens@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; women's rights,LIBE (Member); FEMM,2024-12-15,
Roberta METSOLA,Malta,EPP,roberta.metsola@europarl.europa.eu,N/A,N/A,N/A,EU leadership; rule of law; institutional affairs - President of the European Parliament,EP Presidency,2024-12-15,ep_president
Francisco José MILLÁN MON,Spain,EPP,franciscojose.millanmon@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; international trade,AFET; INTA,2024-12-15,
Dolors MONTSERRAT,Spain,EPP,dolors.montserrat@europarl.europa.eu,N/A,N/A,N/A,Petitions; civil liberties - PETI Chair,PETI (Chair); LIBE (Substitute),2024-12-15,peti_chair
Nadine MORANO,France,EPP,nadine.morano@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; security,LIBE (Member),2024-12-15,
Letizia MORATTI,Italy,EPP,letizia.moratti@europarl.europa.eu,N/A,N/A,N/A,Industry; research; energy,ITRE (Member),2024-12-15,
Dan-Ştefan MOTREANU,Romania,EPP,danstefan.motreanu@europarl.europa.eu,N/A,N/A,N/A,Agriculture; environment,AGRI; ENVI,2024-12-15,
Siegfried MUREŞAN,Romania,EPP,siegfried.muresan@europarl.europa.eu,N/A,N/A,N/A,Budget; economic affairs - EPP Vice-Chair,BUDG; ECON,2024-12-15,
Fernando NAVARRETE ROJAS,Spain,EPP,fernando.navarreterrojas@europarl.europa.eu,N/A,N/A,N/A,"Economic policy, taxation",ECON; ITRE (substitute),2024-12-15,
Danuše NERUDOVÁ,Czechia,EPP,danuse.nerudova@europarl.europa.eu,N/A,N/A,N/A,"Employment, social affairs, education",EMPL,2024-12-15,
Elena NEVADO DEL CAMPO,Spain,EPP,elena.nevadodelcampo@europarl.europa.eu,N/A,N/A,N/A,"Regional development, Extremadura region affairs",REGI,2024-12-15,
Angelika NIEBLER,Germany,EPP,angelika.niebler@europarl.europa.eu,N/A,N/A,N/A,"Industry, research, energy, cybersecurity, data governance, AI/digital policy - Rapporteur on Data Governance Act and Cybersecurity Act",ITRE; JURI (substitute); IMCO (substitute); AFET; SEDE,2024-12-15,
Luděk NIEDERMAYER,Czechia,EPP,ludek.niedermayer@europarl.europa.eu,N/A,N/A,N/A,"Economic/monetary affairs, anti-money laundering (lead rapporteur AMLD), tax policy, financial regulation, bank resolution",ECON (Vice-Chair); FISC; TRAN,2024-12-15,
Andrey NOVAKOV,Bulgaria,EPP,andrey.novakov@europarl.europa.eu,N/A,N/A,N/A,"EU budget, regional development, cohesion policy",BUDG; REGI,2024-12-15,
Mirosława NYKIEL,Poland,EPP,miroslawa.nykiel@europarl.europa.eu,N/A,N/A,N/A,"Gender equality, women's rights",FEMM; ITRE,2024-12-15,
Janina OCHOJSKA,Poland,EPP,janina.ochojska@europarl.europa.eu,N/A,N/A,N/A,"Human rights, development aid, migration, civil liberties",DEVE; DROI; LIBE,2024-12-15,
Jan OLBRYCHT,Poland,EPP,jan.olbrycht@europarl.europa.eu,N/A,N/A,N/A,"EU budget, Multiannual Financial Framework (MFF rapporteur), cohesion policy, regional development",BUDG; CONT; REGI,2024-12-15,
Nicolás PASCUAL DE LA PARTE,Spain,EPP,nicolas.pascualdelaparte@europarl.europa.eu,N/A,N/A,N/A,"Conservative policy, foreign affairs",AFET,2024-12-15,
Ana Miguel PEDRO,Portugal,EPP,anamiguel.pedro@europarl.europa.eu,N/A,N/A,N/A,"Conservative policy, Portuguese affairs, civil liberties",LIBE,2024-12-15,
Lídia PEREIRA,Portugal,EPP,lidia.pereira@europarl.europa.eu,N/A,N/A,N/A,"Economic policy, budgets, finance",ECON; BUDG,2024-12-15,
Sirpa PIETIKÄINEN,Finland,EPP,sirpa.pietikainen@europarl.europa.eu,N/A,N/A,N/A,"Economic policy, environment, sustainable finance",ECON; ENVI,2024-12-15,
Jessica POLFJÄRD,Sweden,EPP,jessica.polfjard@europarl.europa.eu,N/A,N/A,N/A,"Fisheries, environment, public health, agriculture",PECH; ENVI; AGRI (substitute),2024-12-15,
Virgil-Daniel POPESCU,Romania,EPP,virgildaniel.popescu@europarl.europa.eu,N/A,N/A,N/A,"Energy policy, industry, digital transformation, research",ITRE,2024-12-15,
Giusi PRINCI,Italy,EPP,giusi.princi@europarl.europa.eu,N/A,N/A,N/A,"General EPP policy, education",CULT,2024-12-15,
Jacek PROTAS,Poland,EPP,jacek.protas@europarl.europa.eu,N/A,N/A,N/A,"Regional policy, Polish affairs",REGI,2024-12-15,
Emil RADEV,Bulgaria,EPP,emil.radev@europarl.europa.eu,N/A,N/A,N/A,"Legal affairs, civil liberties, judicial cooperation, data protection, rule of law, e-CODEX digital judicial cooperation, AI Act implementation",JURI (Vice-Chair); LIBE; PETI,2024-12-15,juri_vice_chair
Dennis RADTKE,Germany,EPP,dennis.radtke@europarl.europa.eu,N/A,N/A,N/A,"Social policy, employment, workers' rights, European minimum wage, platform workers' rights",EMPL (EPP Coordinator),2024-12-15,
Jüri RATAS,Estonia,EPP,juri.ratas@europarl.europa.eu,N/A,N/A,N/A,"Digital governance, e-government (former Estonian PM with extensive digital governance experience)",ITRE,2024-12-15,
Karlo RESSLER,Croatia,EPP,karlo.ressler@europarl.europa.eu,N/A,N/A,N/A,"Budgetary policy, civil liberties, human trafficking, EU enlargement",BUDG; CONT; LIBE (substitute),2024-12-15,
Manuela RIPA,Germany,EPP,manuela.ripa@europarl.europa.eu,N/A,N/A,N/A,"Environment, industry, energy policy, public health, animal welfare",ITRE; ENVI (substitute); SEDE,2024-12-15,
Christian SAGARTZ,Austria,EPP,christian.sagartz@europarl.europa.eu,N/A,N/A,N/A,"Regional development, agriculture",REGI; AGRI (substitute),2024-12-15,
Laurence SAILLIET,France,EPP,laurence.sailliet@europarl.europa.eu,N/A,N/A,N/A,General EPP policy,EMPL,2024-12-15,
Aura SALLA,Finland,EPP,aura.salla@europarl.europa.eu,N/A,N/A,N/A,"Consumer protection, internal market, digital services, industry",IMCO (substitute); ITRE,2024-12-15,
Massimiliano SALINI,Italy,EPP,massimiliano.salini@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, industry, transport",AFET (substitute); ITRE (substitute); TRAN,2024-12-15,
Anne SANDER,France,EPP,anne.sander@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, employment",AGRI; EMPL,2024-12-15,
Petri SARVAMAA,Finland,EPP,petri.sarvamaa@europarl.europa.eu,N/A,N/A,N/A,"EU budget, budgetary control",BUDG; CONT,2024-12-15,
Paulius SAUDARGAS,Lithuania,EPP,paulius.saudargas@europarl.europa.eu,N/A,N/A,N/A,"Industry, research, internal market, consumer protection, digital policy",ITRE; IMCO (substitute),2024-12-15,
Oliver SCHENK,Germany,EPP,oliver.schenk@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, industry",LIBE (substitute); ITRE (substitute),2024-12-15,
Simone SCHMIEDTBAUER,Austria,EPP,simone.schmiedtbauer@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, rural development",AGRI,2024-12-15,
Christine SCHNEIDER,Germany,EPP,christine.schneider@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, environment, rural policy",AGRI; ENVI,2024-12-15,
Andreas SCHWAB,Germany,EPP,andreas.schwab@europarl.europa.eu,N/A,N/A,N/A,"Internal market, consumer protection, digital services, Digital Markets Act rapporteur, AI Act, competition policy",IMCO,2024-12-15,dma_rapporteur
Ralf SEEKATZ,Germany,EPP,ralf.seekatz@europarl.europa.eu,N/A,N/A,N/A,Economic policy,ECON,2024-12-15,
Aušra SEIBUTYTĖ,Lithuania,EPP,ausra.seibutyte@europarl.europa.eu,N/A,N/A,N/A,"Employment, agriculture",EMPL; AGRI,2024-12-15,
Anders SELLSTRÖM,Sweden,EPP,anders.sellstrom@europarl.europa.eu,N/A,N/A,N/A,"Employment, social policy",EMPL,2024-12-15,
Czesław Adam SIEKIERSKI,Poland,EPP,czeslawawadam.siekierski@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, rural development",AGRI,2024-12-15,
Bartłomiej SIENKIEWICZ,Poland,EPP,bartlomiej.sienkiewicz@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, security, data protection",LIBE (substitute),2024-12-15,
Radosław SIKORSKI,Poland,EPP,radoslaw.sikorski@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, security, transatlantic relations",AFET,2024-12-15,
Sven SIMON,Germany,EPP,sven.simon@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, security",AFET,2024-12-15,
Sander SMIT,Netherlands,EPP,sander.smit@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, security",LIBE (substitute),2024-12-15,
Tomislav SOKOL,Croatia,EPP,tomislav.sokol@europarl.europa.eu,N/A,N/A,N/A,"Public health, consumer protection, internal market, digital services, Balkans relations",SANT (Member); IMCO (Member); ENVI (Substitute); AFCO (Substitute),2024-12-15,
Liesbet SOMMEN,Belgium,EPP,liesbet.sommen@europarl.europa.eu,N/A,N/A,N/A,"Employment, social affairs, Christian democratic values",EMPL,2024-12-15,
Maria SPYRAKI,Greece,EPP,maria.spyraki@europarl.europa.eu,N/A,N/A,N/A,"Energy storage, hydrogen technology, ecodesign, chemicals regulation, AI and digital innovation",ITRE (Member); ENVI (Member); REGI (Substitute),2024-12-15,
Davor Ivo STIER,Croatia,EPP,davor.stier@europarl.europa.eu,N/A,N/A,N/A,"Western Balkans, Kosovo relations, foreign affairs",D-KS (Chair); AFET,2024-12-15,
Dubravka ŠUICA,Croatia,EPP,dubravka.suica@europarl.europa.eu,N/A,N/A,N/A,"Democracy, demography, European integration",AFCO; EMPL,2024-12-15,
Sara SKYTTEDAL,Sweden,EPP,sara.skyttedal@europarl.europa.eu,N/A,N/A,N/A,Industry; research; energy; digital policy; Christian democratic values; energy policy; conservative social policy,ITRE; AFET,2024-12-15,
Michaela ŠOJDROVÁ,Czechia,EPP,michaela.sojdrova@europarl.europa.eu,N/A,N/A,N/A,"Education, culture, youth policy, Christian democratic values",CULT (Member); EMPL (Substitute),2024-12-15,
