mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Rasmus NORDQVIST,Denmark,Greens/EFA,rasmus.nordqvist@europarl.europa.eu,N/A,N/A,N/A,"Environment, climate policy",ENVI,2024-12-15,
Maria OHISALO,Finland,Greens/EFA,maria.ohisalo@europarl.europa.eu,N/A,N/A,N/A,"Employment rights, gender equality, social affairs",EMPL; FEMM,2024-12-15,
Leoluca ORLANDO,Italy,Greens/EFA,leoluca.orlando@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, Mediterranean policy, civil liberties, constitutional matters, anti-mafia",AFET; LIBE; AFCO,2024-12-15,
Jutta PAULUS,Germany,Greens/EFA,jutta.paulus@europarl.europa.eu,N/A,N/A,N/A,"Energy policy, climate, environmental technology, green industry, sustainable digital infrastructure",ITRE; ENVI,2024-12-15,
Kira Marie PETER-HANSEN,Denmark,Greens/EFA,kiramarie.peterhansen@europarl.europa.eu,N/A,N/A,N/A,"Energy policy, green industry, digital sustainability, youth policy, legal affairs",ITRE; ENVI; JURI,2024-12-15,
Vladimir PREBILIČ,Slovenia,Greens/EFA,vladimir.prebilic@europarl.europa.eu,N/A,N/A,N/A,"Green policy, sustainable development",REGI; ENVI,2024-12-15,
Terry REINTKE,Germany,Greens/EFA,terry.reintke@europarl.europa.eu,N/A,N/A,N/A,"Rule of law, LGBTI rights, civil liberties, gender equality - Greens/EFA Co-President",CONT; SEDE,2024-12-15,
Diana RIBA I GINER,Spain,Greens/EFA,diana.ribaiginer@europarl.europa.eu,N/A,N/A,N/A,"Women's rights, human rights, civil liberties, EU-Central America relations",FEMM; LIBE; DCAM (Chair),2024-12-15,chair
Nela RIEHL,Germany,Greens/EFA,nela.riehl@europarl.europa.eu,N/A,N/A,N/A,"Culture, education, pan-European politics",CULT,2024-12-15,
Mounir SATOURI,France,Greens/EFA,mounir.satouri@europarl.europa.eu,N/A,N/A,N/A,"Human rights, foreign affairs",DROI,2024-12-15,chair
Lena SCHILLING,Austria,Greens/EFA,lena.schilling@europarl.europa.eu,N/A,N/A,N/A,"Environment, foreign affairs - Youngest MEP (23)",ENVI; AFET,2024-12-15,
Benedetta SCUDERI,Italy,Greens/EFA,benedetta.scuderi@europarl.europa.eu,N/A,N/A,N/A,"Industry, research, energy, digital policy, green technology",ITRE,2024-12-15,
Lukas SIEPER,Germany,Greens/EFA,lukas.sieper@europarl.europa.eu,N/A,N/A,N/A,"Economic policy, finance",ECON,2024-12-15,
Jordi SOLÉ,Spain,Greens/EFA,jordi.sole@europarl.europa.eu,N/A,N/A,N/A,"Catalan rights, regional autonomy, environmental policy",AFET; DROI,2024-12-15,
Villy SØVNDAL,Denmark,Greens/EFA,villy.sovndal@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, Ukraine support, employment, security and defence",AFET; EMPL; SEDE,2024-12-15,
Nicolae ȘTEFĂNUȚĂ,Romania,Greens/EFA,nicolae.stefanuta@europarl.europa.eu,N/A,N/A,N/A,"Ukraine support, sustainability, democracy, environmental policy",ENVI; BUDG,2024-12-15,
Tineke STRIK,Netherlands,Greens/EFA,tineke.strik@europarl.europa.eu,N/A,N/A,N/A,"Migration, human rights, rule of law, Frontex accountability, data protection",AFET; DROI; LIBE,2024-12-15,
Virginijus SINKEVIČIUS,Lithuania,Greens/EFA,virginijus.sinkevicius@europarl.europa.eu,N/A,N/A,N/A,Environment; biodiversity; oceans; fisheries; climate policy; former EU Environment Commissioner,ENVI; PECH; ITRE,2024-12-15,
Kai TEGETHOFF,Germany,Greens/EFA,kai.tegethoff@europarl.europa.eu,N/A,N/A,N/A,"Pan-European integration, green policies, digital democracy",AFCO; ENVI,2024-12-15,
Marie TOUSSAINT,France,Greens/EFA,marie.toussaint@europarl.europa.eu,N/A,N/A,N/A,"Climate justice, ecocide recognition, environmental law, Green Deal, corporate accountability, renewable energy",ENVI; ECON; ITRE; SANT; FISC; HOUS,2024-12-15,coordinator
Reinier VAN LANSCHOT,Netherlands,Greens/EFA,reinier.vanlanschot@europarl.europa.eu,N/A,N/A,N/A,"Pan-European progressive policies, digital innovation, sustainability",IMCO; ECON,2024-12-15,
Kim VAN SPARRENTAK,Netherlands,Greens/EFA,kim.vansparrentak@europarl.europa.eu,N/A,N/A,N/A,"Digital rights, privacy, platform economy, AI governance, data protection, gender equality",IMCO; FEMM,2024-12-15,
Catarina VIEIRA,Netherlands,Greens/EFA,catarina.vieira@europarl.europa.eu,N/A,N/A,N/A,"Green progressive policies, environment, climate",ENVI; TRAN,2024-12-15,
Thomas WAITZ,Austria,Greens/EFA,thomas.waitz@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, food safety, animal welfare, environmental protection, sustainable farming",AGRI; AFET,2024-12-15,
