mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Jaak MADISON,Estonia,ECR,jaak.madison@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; defense,AFET; SEDE,2024-12-15,
Lara MAGONI,Italy,ECR,lara.magoni@europarl.europa.eu,N/A,N/A,N/A,Industry; tourism,ITRE; TRAN,2024-12-15,
Marlena MALĄG,Poland,ECR,marlena.malag@europarl.europa.eu,N/A,N/A,N/A,Employment; internal market,EMPL; IMCO,2024-12-15,
Mario MANTOVANI,Italy,ECR,mario.mantovani@europarl.europa.eu,N/A,N/A,N/A,Legal affairs - JURI Vice-Chair,JURI,2024-12-15,vice_chair
Marion MARÉCHAL,France,ECR,marion.marechal@europarl.europa.eu,N/A,N/A,N/A,Industry; defense,ITRE; SEDE,2024-12-15,
Giuseppe MILAZZO,Italy,ECR,giuseppe.milazzo@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; fisheries,LIBE; PECH,2024-12-15,
Arkadiusz MULARCZYK,Poland,ECR,arkadiusz.mularczyk@europarl.europa.eu,N/A,N/A,N/A,Legal affairs; foreign affairs,JURI; AFET,2024-12-15,
Piotr MÜLLER,Poland,ECR,piotr.muller@europarl.europa.eu,N/A,N/A,N/A,Internal market; consumer protection,IMCO,2024-12-15,
Denis NESCI,Italy,ECR,denis.nesci@europarl.europa.eu,N/A,N/A,N/A,"Regional development, Southern Italy issues",REGI; IMCO,2024-12-15,
Daniel OBAJTEK,Poland,ECR,daniel.obajtek@europarl.europa.eu,N/A,N/A,N/A,"Industrial policy, energy, Clean Industrial Deal, EU competitiveness",ITRE; IMCO,2024-12-15,coordinator
Henrik OVERGAARD NIELSEN,Denmark,ECR,henrik.overgaardnielsen@europarl.europa.eu,N/A,N/A,N/A,"Environment, agriculture, public health",ENVI; AGRI,2024-12-15,
Jacek OZDOBA,Poland,ECR,jacek.ozdoba@europarl.europa.eu,N/A,N/A,N/A,"Environment, civil liberties",ENVI; LIBE,2024-12-15,
Guillaume PELTIER,France,ECR,guillaume.peltier@europarl.europa.eu,N/A,N/A,N/A,"Conservative policy, French national interests",AFET,2024-12-15,
Michele PICARO,Italy,ECR,michele.picaro@europarl.europa.eu,N/A,N/A,N/A,Conservative policy,TRAN,2024-12-15,
Gheorghe PIPEREA,Romania,ECR,gheorghe.piperea@europarl.europa.eu,N/A,N/A,N/A,"Consumer protection, internal market, digital services, AI Act implementation, legal affairs",IMCO; JURI,2024-12-15,
Daniele POLATO,Italy,ECR,daniele.polato@europarl.europa.eu,N/A,N/A,N/A,"Internal market, consumer protection, digital services",IMCO,2024-12-15,
Reinis POZŅAKS,Latvia,ECR,reinis.poznaks@europarl.europa.eu,N/A,N/A,N/A,"Internal market, consumer protection, digital services, data governance",IMCO,2024-12-15,
Nicola PROCACCINI,Italy,ECR,nicola.procaccini@europarl.europa.eu,N/A,N/A,N/A,"Industry policy, energy, research, digital transformation - ECR Co-Chair",ITRE; LIBE,2024-12-15,
Ruggero RAZZA,Italy,ECR,ruggero.razza@europarl.europa.eu,N/A,N/A,N/A,Health policy,ENVI,2024-12-15,
Bert-Jan RUISSEN,Netherlands,ECR,bertjan.ruissen@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, fisheries, trade policy - ECR Chief Whip",AGRI; PECH; AFET,2024-12-15,
Bogdan RZOŃCA,Poland,ECR,bogdan.rzonca@europarl.europa.eu,N/A,N/A,N/A,"Petitions, transport, citizen engagement",PETI; TRAN,2024-12-15,chair
Jacek SARYUSZ-WOLSKI,Poland,ECR,jacek.saryuszwolski@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, constitutional affairs, industry",AFET; AFCO; ITRE,2024-12-15,
Antonella SBERNA,Italy,ECR,antonella.sberna@europarl.europa.eu,N/A,N/A,N/A,"Legal affairs, constitutional affairs",JURI; AFCO,2024-12-15,
Vincenzo SOFO,Italy,ECR,vincenzo.sofo@europarl.europa.eu,N/A,N/A,N/A,"Conservative politics, Italian sovereignty, national identity",AFET,2024-12-15,
Beata SZYDŁO,Poland,ECR,beata.szydlo@europarl.europa.eu,N/A,N/A,N/A,"Industry, research, energy, transport, European Democracy Shield, AI and digital policy",ITRE; EUDS; BUDG; TRAN,2024-12-15,
Dominik TARCZYŃSKI,Poland,ECR,dominik.tarczynski@europarl.europa.eu,N/A,N/A,N/A,"Conservative values, national sovereignty, security",LIBE; AFET,2024-12-15,
Claudiu-Richard TÂRZIU,Romania,ECR,claudiu.tarziu@europarl.europa.eu,N/A,N/A,N/A,"Conservative nationalism, family values, sovereignty",AFET,2024-12-15,
Georgiana TEODORESCU,Romania,ECR,georgiana.teodorescu@europarl.europa.eu,N/A,N/A,N/A,"Conservative values, Romanian sovereignty",LIBE; FEMM,2024-12-15,
Cristian TERHEȘ,Romania,ECR,cristian.terhes@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, sovereignty, foreign affairs, digital privacy, data protection",CONT; AFET; SEDE; EUDS,2024-12-15,vice_chair
Beatrice TIMGREN,Sweden,ECR,beatrice.timgren@europarl.europa.eu,N/A,N/A,N/A,"Immigration policy, national identity, Swedish interests",LIBE; FEMM,2024-12-15,
Waldemar TOMASZEWSKI,Lithuania,ECR,waldemar.tomaszewski@europarl.europa.eu,N/A,N/A,N/A,"Polish minority rights, Christian family values",CULT; PETI,2024-12-15,
Francesco TORSELLI,Italy,ECR,francesco.torselli@europarl.europa.eu,N/A,N/A,N/A,"Conservative Italian policies, industry, digital innovation",ITRE,2024-12-15,
Laurence TROCHU,France,ECR,laurence.trochu@europarl.europa.eu,N/A,N/A,N/A,"Conservative values, environment, family policy",ENVI,2024-12-15,
Sebastian TYNKKYNEN,Finland,ECR,sebastian.tynkkynen@europarl.europa.eu,N/A,N/A,N/A,"Immigration policy, Finnish interests, national sovereignty",LIBE; CULT,2024-12-15,
Ivaylo VALCHEV,Bulgaria,ECR,ivaylo.valchev@europarl.europa.eu,N/A,N/A,N/A,"Conservative policies, internal market",IMCO; AGRI,2024-12-15,
Kris VAN DIJCK,Belgium,ECR,kris.vandijck@europarl.europa.eu,N/A,N/A,N/A,"Conservative policies, Flemish interests",BUDG; CONT,2024-12-15,
Johan VAN OVERTVELDT,Belgium,ECR,johan.vanovertveldt@europarl.europa.eu,N/A,N/A,N/A,"Budget policy, fiscal affairs, economic governance, research funding",BUDG; ECON,2024-12-15,budg_chair; chair
Francesco VENTOLA,Italy,ECR,francesco.ventola@europarl.europa.eu,N/A,N/A,N/A,"Conservative national policies, regional development",REGI; TRAN,2024-12-15,
Aurelijus VERYGA,Lithuania,ECR,aurelijus.veryga@europarl.europa.eu,N/A,N/A,N/A,"Health policy, conservative values, public health",SANT; ENVI,2024-12-15,
Mariateresa VIVALDINI,Italy,ECR,mariateresa.vivaldini@europarl.europa.eu,N/A,N/A,N/A,"Conservative national policies, industry, internal market",ITRE; IMCO,2024-12-15,
Alexandr VONDRA,Czechia,ECR,alexandr.vondra@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, defence, security, transatlantic relations",AFET; SEDE,2024-12-15,
Veronika VRECIONOVÁ,Czechia,ECR,veronika.vrecionova@europarl.europa.eu,N/A,N/A,N/A,"Agricultural policy, rural affairs, food security",AGRI; ENVI,2024-12-15,agri_chair; chair
Maciej WĄSIK,Poland,ECR,maciej.wasik@europarl.europa.eu,N/A,N/A,N/A,"Security, justice, budgetary matters",CONT; LIBE,2024-12-15,
Charlie WEIMERS,Sweden,ECR,charlie.weimers@europarl.europa.eu,N/A,N/A,N/A,"Trade policy, foreign affairs, China relations, security",AFET; INTA,2024-12-15,
Jadwiga WIŚNIEWSKA,Poland,ECR,jadwiga.wisniewska@europarl.europa.eu,N/A,N/A,N/A,"Justice and home affairs, environment, women's rights, data protection",LIBE; ENVI; FEMM,2024-12-15,
Anna ZALEWSKA,Poland,ECR,anna.zalewska@europarl.europa.eu,N/A,N/A,N/A,"Environment, employment, education",ENVI; EMPL,2024-12-15,
Roberts ZĪLE,Latvia,ECR,roberts.zile@europarl.europa.eu,N/A,N/A,N/A,"Transport, economics, monetary affairs, Baltic relations, digital infrastructure",EP Vice-President; TRAN; ECON,2024-12-15,coordinator; ep_vice_president
Kosma ZŁOTOWSKI,Poland,ECR,kosma.zlotowski@europarl.europa.eu,N/A,N/A,N/A,"Transport, infrastructure, technology, energy, digital connectivity",TRAN; ITRE,2024-12-15,
