mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Judita LAŠŠÁKOVÁ,Slovakia,NI,judita.lassakova@europarl.europa.eu,N/A,N/A,N/A,Internal market; budget,IMCO; BUDG,2024-12-15,
Janusz LEWANDOWSKI,Poland,EPP,janusz.lewandowski@europarl.europa.eu,N/A,N/A,N/A,Budget; economic affairs - Former EU Commissioner,BUDG; ECON,2024-12-15,
Costas MAVRIDES,Cyprus,S&D,costas.mavrides@europarl.europa.eu,N/A,N/A,N/A,Economic affairs; budget,ECON; BUDG,2024-12-15,
Csaba MOLNÁR,Hungary,S&D,csaba.molnar@europarl.europa.eu,N/A,N/A,N/A,Industry; budget,ITRE; BUDG,2024-12-15,
Siegfried MUREŞAN,Romania,EPP,siegfried.muresan@europarl.europa.eu,N/A,N/A,N/A,Budget; economic affairs - EPP Vice-Chair,BUDG; ECON,2024-12-15,
Victor NEGRESCU,Romania,S&D,victor.negrescu@europarl.europa.eu,N/A,N/A,N/A,"Digital agenda (MEP of the Year 2015), education, budgets, digitalization, innovation",BUDG; JURI; Parliament Bureau (Vice-President),2024-12-15,ep_vice_president
Andrey NOVAKOV,Bulgaria,EPP,andrey.novakov@europarl.europa.eu,N/A,N/A,N/A,"EU budget, regional development, cohesion policy",BUDG; REGI,2024-12-15,
Jan OLBRYCHT,Poland,EPP,jan.olbrycht@europarl.europa.eu,N/A,N/A,N/A,"EU budget, Multiannual Financial Framework (MFF rapporteur), cohesion policy, regional development",BUDG; CONT; REGI,2024-12-15,rapporteur
Younous OMARJEE,France,The Left,younous.omarjee@europarl.europa.eu,N/A,N/A,N/A,"Regional development, cohesion policy, outermost regions, EU budget - EP Vice-President",REGI; BUDG; CONT,2024-12-15,ep_vice_president
Gilles PENNELLE,France,PfE,gilles.pennelle@europarl.europa.eu,N/A,N/A,N/A,National sovereignty,BUDG,2024-12-15,
Lídia PEREIRA,Portugal,EPP,lidia.pereira@europarl.europa.eu,N/A,N/A,N/A,"Economic policy, budgets, finance",ECON; BUDG,2024-12-15,
Pierre PIMPIE,France,PfE,pierre.pimpie@europarl.europa.eu,N/A,N/A,N/A,National sovereignty,BUDG,2024-12-15,
Karlo RESSLER,Croatia,EPP,karlo.ressler@europarl.europa.eu,N/A,N/A,N/A,"Budgetary policy, civil liberties, human trafficking, EU enlargement",BUDG; CONT; LIBE,2024-12-15,
Petri SARVAMAA,Finland,EPP,petri.sarvamaa@europarl.europa.eu,N/A,N/A,N/A,"EU budget, budgetary control",BUDG; CONT,2024-12-15,
Volker SCHNURRBUSCH,Germany,ESN,volker.schnurrbusch@europarl.europa.eu,N/A,N/A,N/A,National sovereignty,BUDG,2024-12-15,
Theodoros SKYLAKAKIS,Greece,Renew,theodoros.skylakakis@europarl.europa.eu,N/A,N/A,N/A,"Economic policy, budgets",ECON; BUDG,2024-12-15,
Nicolae ȘTEFĂNUȚĂ,Romania,Greens/EFA,nicolae.stefanuta@europarl.europa.eu,N/A,N/A,N/A,"Ukraine support, sustainability, democracy, environmental policy",ENVI; BUDG,2024-12-15,
Beata SZYDŁO,Poland,ECR,beata.szydlo@europarl.europa.eu,N/A,N/A,N/A,"Industry, research, energy, transport, European Democracy Shield, AI and digital policy",ITRE; EUDS; BUDG; TRAN,2024-12-15,
Anouk VAN BRUG,Netherlands,Renew Europe,anouk.vanbrug@europarl.europa.eu,N/A,N/A,N/A,"Liberal democratic policies, economic affairs",ECON; BUDG,2024-12-15,
Kris VAN DIJCK,Belgium,ECR,kris.vandijck@europarl.europa.eu,N/A,N/A,N/A,"Conservative policies, Flemish interests",BUDG; CONT,2024-12-15,
Johan VAN OVERTVELDT,Belgium,ECR,johan.vanovertveldt@europarl.europa.eu,N/A,N/A,N/A,"Budget policy, fiscal affairs, economic governance, research funding",BUDG; ECON,2024-12-15,budg_chair; chair
Angelika WINZIG,Austria,EPP,angelika.winzig@europarl.europa.eu,N/A,N/A,N/A,"Budget, economic policy, digital investment, research funding",BUDG; ECON,2024-12-15,
