mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Juan Fernando LÓPEZ AGUILAR,Spain,S&D,juanfernando.lopezaguilar@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; justice; migration; data protection,LIBE (Member),2024-12-15,
Mimmo LUCANO,Italy,The Left,mimmo.lucano@europarl.europa.eu,N/A,N/A,N/A,Migration; civil liberties,LIBE,2024-12-15,
Lukas MANDL,Austria,EPP,lukas.mandl@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; legal affairs; security,LIBE (Member); JURI (Member); SEDE (Vice-Chair),2024-12-15,
Erik MARQUARDT,Germany,Greens/EFA,erik.marquardt@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; migration; asylum,LIBE (Member),2024-12-15,
Michael MCNAMARA,Ireland,Renew Europe,michael.mcnamara@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; AI monitoring - AI Monitoring Group co-chair,LIBE (Member); ITRE (Substitute),2024-12-15,
Ana Catarina MENDES,Portugal,S&D,anacatarina.mendes@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; justice,LIBE (Member),2024-12-15,
Verena MERTENS,Germany,EPP,verena.mertens@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; women's rights,LIBE (Member); FEMM,2024-12-15,
Giuseppe MILAZZO,Italy,ECR,giuseppe.milazzo@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; fisheries,LIBE (Substitute); PECH,2024-12-15,
Nikola MINCHEV,Bulgaria,Renew Europe,nikola.minchev@europarl.europa.eu,N/A,N/A,N/A,Internal market; civil liberties - IMCO Vice-Chair; Former Parliament Speaker,IMCO (Vice-Chair); LIBE (Substitute),2024-12-15,
Dolors MONTSERRAT,Spain,EPP,dolors.montserrat@europarl.europa.eu,N/A,N/A,N/A,Petitions; civil liberties - PETI Chair,PETI (Chair); LIBE (Substitute),2024-12-15,peti_chair
Nadine MORANO,France,EPP,nadine.morano@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; security,LIBE (Member),2024-12-15,
Javier MORENO SÁNCHEZ,Spain,S&D,javier.morenosanchez@europarl.europa.eu,N/A,N/A,N/A,Civil liberties; migration,LIBE (Substitute),2024-12-15,
Matjaž NEMEC,Slovenia,S&D,matjaz.nemec@europarl.europa.eu,N/A,N/A,N/A,"Foreign policy, international relations",AFET; LIBE,2024-12-15,
Hannah NEUMANN,Germany,Greens/EFA,hannah.neumann@europarl.europa.eu,N/A,N/A,N/A,"Human rights, peace policy, security, surveillance technologies (Pegasus inquiry), Middle East policy",AFET (Coordinator); SEDE; LIBE (substitute); DROI,2024-12-15,coordinator
Janina OCHOJSKA,Poland,EPP,janina.ochojska@europarl.europa.eu,N/A,N/A,N/A,"Human rights, development aid, migration, civil liberties",DEVE; DROI; LIBE,2024-12-15,
Jan-Christoph OETJEN,Germany,Renew,janchristoph.oetjen@europarl.europa.eu,N/A,N/A,N/A,"Transport policy, mobility, civil liberties, human rights - EP Vice-President",TRAN (Renew Coordinator); LIBE (substitute); DROI,2024-12-15,coordinator
João OLIVEIRA,Portugal,The Left,joao.oliveira@europarl.europa.eu,N/A,N/A,N/A,"Economic justice, workers' rights, social policy",ECON; EMPL; ITRE (substitute); LIBE (substitute),2024-12-15,
Aodhán Ó RÍORDÁIN,Ireland,S&D,aodhan.oriordain@europarl.europa.eu,N/A,N/A,N/A,"Workers' rights, housing, civil liberties, human rights, equality, data protection, digital rights",EMPL; LIBE (substitute); DROI,2024-12-15,
Leoluca ORLANDO,Italy,Greens/EFA,leoluca.orlando@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, Mediterranean policy, civil liberties, constitutional matters, anti-mafia",AFET; LIBE (substitute); AFCO (substitute),2024-12-15,
Jacek OZDOBA,Poland,ECR,jacek.ozdoba@europarl.europa.eu,N/A,N/A,N/A,"Environment, civil liberties",ENVI; LIBE (substitute),2024-12-15,
Ana Miguel PEDRO,Portugal,EPP,anamiguel.pedro@europarl.europa.eu,N/A,N/A,N/A,"Conservative policy, Portuguese affairs, civil liberties",LIBE,2024-12-15,
Gaetano PEDULLÀ,Italy,The Left,gaetano.pedulla@europarl.europa.eu,N/A,N/A,N/A,"Consumer protection, digital markets, industry policy, AI governance",IMCO (substitute); ITRE (substitute); LIBE (substitute),2024-12-15,
Alvise PÉREZ,Spain,NI,alvise.perez@europarl.europa.eu,N/A,N/A,N/A,Anti-establishment politics,LIBE (substitute),2024-12-15,
Hristo PETROV,Bulgaria,Renew,hristo.petrov@europarl.europa.eu,N/A,N/A,N/A,"Democratic reform, anti-corruption",CONT; LIBE,2024-12-15,
Pina PICIERNO,Italy,S&D,pina.picierno@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, democracy, foreign affairs - EP Vice-President",AFET; LIBE (substitute),2024-12-15,
Pascale PIERA,France,PfE,pascale.piera@europarl.europa.eu,N/A,N/A,N/A,"Industry policy, energy, research, legal affairs, civil liberties",ITRE; JURI; LIBE (substitute),2024-12-15,
Nicola PROCACCINI,Italy,ECR,nicola.procaccini@europarl.europa.eu,N/A,N/A,N/A,"Industry policy, energy, research, digital transformation - ECR Co-Chair",ITRE; LIBE (substitute),2024-12-15,
Emil RADEV,Bulgaria,EPP,emil.radev@europarl.europa.eu,N/A,N/A,N/A,"Legal affairs, civil liberties, judicial cooperation, data protection, rule of law, e-CODEX digital judicial cooperation, AI Act implementation",JURI (Vice-Chair); LIBE; PETI,2024-12-15,juri_vice_chair
Emma RAFOWICZ,France,S&D,emma.rafowicz@europarl.europa.eu,N/A,N/A,N/A,"Culture, education, youth policy",CULT; LIBE (substitute),2024-12-15,
Karlo RESSLER,Croatia,EPP,karlo.ressler@europarl.europa.eu,N/A,N/A,N/A,"Budgetary policy, civil liberties, human trafficking, EU enlargement",BUDG; CONT; LIBE (substitute),2024-12-15,
Thijs REUTEN,Netherlands,S&D,thijs.reuten@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, EU enlargement, civil liberties, rule of law",AFET; LIBE (substitute),2024-12-15,
Diana RIBA I GINER,Spain,Greens/EFA,diana.ribaiginer@europarl.europa.eu,N/A,N/A,N/A,"Women's rights, human rights, civil liberties, EU-Central America relations",FEMM; LIBE (substitute); DCAM (Chair),2024-12-15,
Chloé RIDEL,France,S&D,chloe.ridel@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, digital rights, environment",LIBE; ENVI (substitute),2024-12-15,
Sandro RUOTOLO,Italy,S&D,sandro.ruotolo@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, civil liberties",AFET (substitute); LIBE (substitute),2024-12-15,
Ilaria SALIS,Italy,The Left,ilaria.salis@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, human rights, digital rights",LIBE,2024-12-15,
Nacho SÁNCHEZ AMOR,Spain,S&D,nacho.sanchezamor@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, civil liberties, human rights, data protection",AFET; LIBE (substitute),2024-12-15,
Oliver SCHENK,Germany,EPP,oliver.schenk@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, industry",LIBE (substitute); ITRE (substitute),2024-12-15,
Alexander SELL,Germany,ESN,alexander.sell@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, national sovereignty",LIBE (substitute),2024-12-15,
Isabel SERRA SÁNCHEZ,Spain,The Left,isabel.serrasanchez@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, human rights, digital rights",LIBE (substitute),2024-12-15,
Bartłomiej SIENKIEWICZ,Poland,EPP,bartlomiej.sienkiewicz@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, security, data protection",LIBE (substitute),2024-12-15,
Birgit SIPPEL,Germany,S&D,birgit.sippel@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, privacy, digital rights, justice and home affairs - Key LIBE expert",LIBE,2024-12-15,
Krzysztof ŚMISZEK,Poland,S&D,krzysztof.smiszek@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, human rights, legal affairs, LGBTI rights, data protection",LIBE; JURI,2024-12-15,
Sander SMIT,Netherlands,EPP,sander.smit@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, security",LIBE (substitute),2024-12-15,
Malika SOREL,France,PfE,malika.sorel@europarl.europa.eu,N/A,N/A,N/A,"National identity, immigration policy, French sovereignty",LIBE,2024-12-15,
Diana ȘOȘOACĂ,Romania,NI,diana.sosoaca@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, conservative values, civil liberties",LIBE,2024-12-15,
Tineke STRIK,Netherlands,Greens/EFA,tineke.strik@europarl.europa.eu,N/A,N/A,N/A,"Migration, human rights, rule of law, Frontex accountability, data protection",AFET (Member); DROI (Member); LIBE (Substitute),2024-12-15,
Ramona STRUGARIU,Romania,Renew Europe,ramona.strugariu@europarl.europa.eu,N/A,N/A,N/A,"Anti-corruption, rule of law, digital rights, civil liberties, AI governance",LIBE (Member); AFET (Substitute),2024-12-15,
Dominik TARCZYŃSKI,Poland,ECR,dominik.tarczynski@europarl.europa.eu,N/A,N/A,N/A,"Conservative values, national sovereignty, security",LIBE; AFET,2024-12-15,
Georgiana TEODORESCU,Romania,ECR,georgiana.teodorescu@europarl.europa.eu,N/A,N/A,N/A,"Conservative values, Romanian sovereignty",LIBE; FEMM,2024-12-15,
Pierre-Romain THIONNET,France,PfE,pierre-romain.thionnet@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, immigration, French interests",LIBE,2024-12-15,
Beatrice TIMGREN,Sweden,ECR,beatrice.timgren@europarl.europa.eu,N/A,N/A,N/A,"Immigration policy, national identity, Swedish interests",LIBE; FEMM,2024-12-15,
Tomas TOBÉ,Sweden,EPP,tomas.tobe@europarl.europa.eu,N/A,N/A,N/A,"Development aid, migration, asylum policy, civil liberties, digital policy",DEVE (Chair); LIBE (Member); ITRE (Substitute); EUDS,2024-12-15,deve_chair
Rody TOLASSY,France,PfE,rody.tolassy@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, French interests, immigration",LIBE,2024-12-15,
Zala TOMAŠIČ,Slovenia,EPP,zala.tomasic@europarl.europa.eu,N/A,N/A,N/A,"Conservative Slovenian policies, justice",JURI; LIBE,2024-12-15,
Sebastian TYNKKYNEN,Finland,ECR,sebastian.tynkkynen@europarl.europa.eu,N/A,N/A,N/A,"Immigration policy, Finnish interests, national sovereignty",LIBE; CULT,2024-12-15,
Milan UHRÍK,Slovakia,ESN,milan.uhrik@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, conservative nationalism",LIBE; AFET,2024-12-15,
Matthieu VALET,France,PfE,matthieu.valet@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, security, law enforcement",LIBE,2024-12-15,
Brigitte VAN DEN BERG,Netherlands,Renew Europe,brigitte.vandenberg@europarl.europa.eu,N/A,N/A,N/A,"Liberal progressive policies, civil liberties",LIBE; AFET,2024-12-15,
Roberto VANNACCI,Italy,PfE,roberto.vannacci@europarl.europa.eu,N/A,N/A,N/A,"Right-wing nationalism, security, defence",AFET; LIBE (Substitute),2024-12-15,
Harald VILIMSKY,Austria,PfE,harald.vilimsky@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, migration control, security",LIBE (Coordinator for PfE); AFET,2024-12-15,coordinator
Anders VISTISEN,Denmark,PfE,anders.vistisen@europarl.europa.eu,N/A,N/A,N/A,"Right-wing Eurosceptic policies, sovereignty",AFET; LIBE,2024-12-15,
Axel VOSS,Germany,EPP,axel.voss@europarl.europa.eu,N/A,N/A,N/A,"AI Act, copyright, data protection, digital policy, cybersecurity, GDPR implementation",JURI (Coordinator); IMCO (Substitute); LIBE (Substitute),2024-12-15,coordinator; ai_act_architect
Elissavet VOZEMBERG-VRIONIDI,Greece,EPP,elissavet.vozemberg@europarl.europa.eu,N/A,N/A,N/A,"Conservative policies, women's rights, justice",FEMM; LIBE,2024-12-15,
Adrián VÁZQUEZ LÁZARA,Spain,EPP,adrian.vazquez@europarl.europa.eu,N/A,N/A,N/A,"Center-right policies, legal affairs, justice",JURI; LIBE,2024-12-15,
Maciej WĄSIK,Poland,ECR,maciej.wasik@europarl.europa.eu,N/A,N/A,N/A,"Security, justice, budgetary matters",CONT; LIBE,2024-12-15,
Michał WAWRYKIEWICZ,Poland,EPP,michal.wawrykiewicz@europarl.europa.eu,N/A,N/A,N/A,"Rule of law, legal affairs, judicial independence",JURI (Member); LIBE,2024-12-15,
Sophie WILMÈS,Belgium,Renew Europe,sophie.wilmes@europarl.europa.eu,N/A,N/A,N/A,"Human rights, democracy, rule of law, digital policy, transatlantic relations",EP Vice-President; LIBE (Member); ITRE (Substitute); EUDS,2024-12-15,ep_vice_president
Jadwiga WIŚNIEWSKA,Poland,ECR,jadwiga.wisniewska@europarl.europa.eu,N/A,N/A,N/A,"Justice and home affairs, environment, women's rights, data protection",LIBE (Member); ENVI (Substitute); FEMM (Substitute),2024-12-15,
Ewa ZAJĄCZKOWSKA-HERNIK,Poland,ESN,ewa.zajaczkowska-hernik@europarl.europa.eu,N/A,N/A,N/A,"National sovereignty, migration policy, EU reform",LIBE,2024-12-15,
Tomáš ZDECHOVSKÝ,Czechia,EPP,tomas.zdechovsky@europarl.europa.eu,N/A,N/A,N/A,"Rule of law, migration, security, media, internal market, consumer protection, data protection",CONT; LIBE; EUDS; IMCO (Substitute),2024-12-15,
