mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Valérie DEVAUX,France,Renew,valerie.devaux@europarl.europa.eu,N/A,N/A,N/A,Environment,ENVI,2024-12-15,
Matthias ECKE,Germany,S&D,matthias.ecke@europarl.europa.eu,N/A,N/A,N/A,Environment; Transport,ENVI; TRAN,2024-12-15,
Bas EICKHOUT,Netherlands,Greens/EFA,bas.eickhout@europarl.europa.eu,N/A,N/A,N/A,Environment; Climate; Green finance,ENVI; ECON,2024-12-15,
Sebastian EVERDING,Germany,The Left,sebastian.everding@europarl.europa.eu,N/A,N/A,N/A,Animal welfare; Environment,ENVI,2024-12-15,
Pietro FIOCCHI,Italy,ECR,pietro.fiocchi@europarl.europa.eu,N/A,N/A,N/A,Environment,ENVI,2024-12-15,
Claire FITA,France,S&D,claire.fita@europarl.europa.eu,N/A,N/A,N/A,Environment,ENVI,2024-12-15,
Emma FOURREAU,France,The Left,emma.fourreau@europarl.europa.eu,N/A,N/A,N/A,Environment,ENVI,2024-12-15,
Sigrid FRIIS,Denmark,Renew,sigrid.friis@europarl.europa.eu,N/A,N/A,N/A,Environment,ENVI,2024-12-15,
Niels FUGLSANG,Denmark,S&D,niels.fuglsang@europarl.europa.eu,N/A,N/A,N/A,Industry; Energy; Climate,ITRE; ENVI,2024-12-15,
Gerben-Jan GERBRANDY,Netherlands,Renew,gerbenjan.gerbrandy@europarl.europa.eu,N/A,N/A,N/A,Environment; Climate,ENVI,2024-12-15,
Jens GIESEKE,Germany,EPP,jens.gieseke@europarl.europa.eu,N/A,N/A,N/A,Environment; Agriculture,ENVI; AGRI,2024-12-15,
Andreas GLÜCK,Germany,Renew Europe,andreas.glueck@europarl.europa.eu,N/A,N/A,N/A,Environment; public health; energy policy; medical affairs,ENVI; ITRE; SANT,2024-12-15,
Nicolás GONZÁLEZ CASARES,Spain,S&D,nicolas.gonzalezcasares@europarl.europa.eu,N/A,N/A,N/A,Renewable energy; clean energy transition; Digital Services; electricity market reform,ITRE; ENVI; SANT; PECH,2024-12-15,
Cristina GUARDA,Italy,Greens/EFA,cristina.guarda@europarl.europa.eu,N/A,N/A,N/A,Environment; climate; agriculture,ENVI; AGRI,2024-12-15,
Maria GUZENINA,Finland,S&D,maria.guzenina@europarl.europa.eu,N/A,N/A,N/A,Internal market; consumer protection; health,IMCO; ENVI,2024-12-15,
Michalis HADJIPANTELA,Cyprus,EPP,michalis.hadjipantela@europarl.europa.eu,N/A,N/A,N/A,Industry; research; health,ITRE; ENVI,2024-12-15,
Gerald HAUSER,Austria,PfE,gerald.hauser@europarl.europa.eu,N/A,N/A,N/A,Health; agriculture,ENVI; AGRI,2024-12-15,
Martin HÄUSLING,Germany,Greens/EFA,martin.haeusling@europarl.europa.eu,N/A,N/A,N/A,Agriculture; food safety; environment,AGRI; ENVI,2024-12-15,
Anja HAZEKAMP,Netherlands,The Left,anja.hazekamp@europarl.europa.eu,N/A,N/A,N/A,Animal welfare; environment; fisheries,ENVI; PECH,2024-12-15,
Martin HOJSÍK,Slovakia,Renew Europe,martin.hojsik@europarl.europa.eu,N/A,N/A,N/A,Environment; industry; employment - EP Vice-President,EMPL; ENVI; ITRE,2024-12-15,
Pär HOLMGREN,Sweden,Greens/EFA,par.holmgren@europarl.europa.eu,N/A,N/A,N/A,Climate; environment; transport,ENVI; TRAN,2024-12-15,
Adam JARUBAS,Poland,EPP,adam.jarubas@europarl.europa.eu,N/A,N/A,N/A,Public health; digital health; green transformation - SANT Committee Chair,SANT; ITRE; ENVI,2024-12-15,chair; sant_chair
Romana JERKOVIĆ,Croatia,S&D,romana.jerkovic@europarl.europa.eu,N/A,N/A,N/A,Energy; environment; regional development,ITRE; ENVI; REGI,2024-12-15,
Karin KARLSBRO,Sweden,Renew Europe,karin.karlsbro@europarl.europa.eu,N/A,N/A,N/A,Trade; environment,INTA; ENVI,2024-12-15,
Ľubica KARVAŠOVÁ,Slovakia,Renew Europe,lubica.karvasova@europarl.europa.eu,N/A,N/A,N/A,Environment; women's rights,ENVI; FEMM,2024-12-15,
Billy KELLEHER,Ireland,Renew Europe,billy.kelleher@europarl.europa.eu,N/A,N/A,N/A,Health; legal affairs,ENVI; JURI,2024-12-15,
Jaroslav KNOT,Czechia,PfE,jaroslav.knot@europarl.europa.eu,N/A,N/A,N/A,Agriculture; environment,AGRI; ENVI,2024-12-15,
Kateřina KONEČNÁ,Czechia,NI,katerina.konecna@europarl.europa.eu,N/A,N/A,N/A,Internal market; environment,IMCO; ENVI,2024-12-15,
Ewa KOPACZ,Poland,EPP,ewa.kopacz@europarl.europa.eu,N/A,N/A,N/A,Health; EU institutional affairs - Former Prime Minister of Poland,ENVI; AFCO,2024-12-15,
Ondřej KRUTÍLEK,Czechia,ECR,ondrej.krutilek@europarl.europa.eu,N/A,N/A,N/A,Industry; research; energy; environment,ITRE; ENVI,2024-12-15,
Peter LIESE,Germany,EPP,peter.liese@europarl.europa.eu,N/A,N/A,N/A,Environment; public health; climate,ENVI,2024-12-15,
Norbert LINS,Germany,EPP,norbert.lins@europarl.europa.eu,N/A,N/A,N/A,Agriculture; environment,AGRI; ENVI,2024-12-15,
Javi LÓPEZ,Spain,S&D,javi.lopez@europarl.europa.eu,N/A,N/A,N/A,Environment; foreign affairs,ENVI; AFET,2024-12-15,
Isabella LÖVIN,Sweden,Greens/EFA,isabella.lovin@europarl.europa.eu,N/A,N/A,N/A,Industry; environment; climate,ITRE; ENVI,2024-12-15,
César LUENA,Spain,S&D,cesar.luena@europarl.europa.eu,N/A,N/A,N/A,Environment; biodiversity,ENVI,2024-12-15,
Péter MAGYAR,Hungary,EPP,peter.magyar@europarl.europa.eu,N/A,N/A,N/A,Environment; budgetary control - Leader of TISZA party,ENVI; CONT,2024-12-15,
Ignazio Roberto MARINO,Italy,Greens/EFA,ignazioroberto.marino@europarl.europa.eu,N/A,N/A,N/A,Health; environment,ENVI; SANT,2024-12-15,
Alexandra MEHNERT,Germany,EPP,alexandra.mehnert@europarl.europa.eu,N/A,N/A,N/A,Environment; agriculture,ENVI; AGRI,2024-12-15,
Eleonora MELETI,Greece,EPP,eleonora.meleti@europarl.europa.eu,N/A,N/A,N/A,Environment; health,ENVI,2024-12-15,
Alessandra MORETTI,Italy,S&D,alessandra.moretti@europarl.europa.eu,N/A,N/A,N/A,Environment; health,ENVI,2024-12-15,
Dan-Ştefan MOTREANU,Romania,EPP,danstefan.motreanu@europarl.europa.eu,N/A,N/A,N/A,Agriculture; environment,AGRI; ENVI,2024-12-15,
Dan NICA,Romania,S&D,dan.nica@europarl.europa.eu,N/A,N/A,N/A,"Industry and research, digital technology, Horizon Europe, telecommunications, IT infrastructure, European Competitiveness Fund",ITRE; ENVI,2024-12-15,coordinator
Maria NOICHL,Germany,S&D,maria.noichl@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, gender equality, human rights, animal welfare",AGRI; FEMM; ENVI; DROI,2024-12-15,
Rasmus NORDQVIST,Denmark,Greens/EFA,rasmus.nordqvist@europarl.europa.eu,N/A,N/A,N/A,"Environment, climate policy",ENVI,2024-12-15,
Carina OHLSSON,Sweden,S&D,carina.ohlsson@europarl.europa.eu,N/A,N/A,N/A,"Environmental protection, public health, gender equality",ENVI; FEMM,2024-12-15,
Henrik OVERGAARD NIELSEN,Denmark,ECR,henrik.overgaardnielsen@europarl.europa.eu,N/A,N/A,N/A,"Environment, agriculture, public health",ENVI; AGRI,2024-12-15,
Jacek OZDOBA,Poland,ECR,jacek.ozdoba@europarl.europa.eu,N/A,N/A,N/A,"Environment, civil liberties",ENVI; LIBE,2024-12-15,
Valentina PALMISANO,Italy,The Left,valentina.palmisano@europarl.europa.eu,N/A,N/A,N/A,"Social policy, environmental issues",AGRI; ENVI,2024-12-15,
Jutta PAULUS,Germany,Greens/EFA,jutta.paulus@europarl.europa.eu,N/A,N/A,N/A,"Energy policy, climate, environmental technology, green industry, sustainable digital infrastructure",ITRE; ENVI,2024-12-15,
Kira Marie PETER-HANSEN,Denmark,Greens/EFA,kiramarie.peterhansen@europarl.europa.eu,N/A,N/A,N/A,"Energy policy, green industry, digital sustainability, youth policy, legal affairs",ITRE; ENVI; JURI,2024-12-15,
Sirpa PIETIKÄINEN,Finland,EPP,sirpa.pietikainen@europarl.europa.eu,N/A,N/A,N/A,"Economic policy, environment, sustainable finance",ECON; ENVI,2024-12-15,
Jessica POLFJÄRD,Sweden,EPP,jessica.polfjard@europarl.europa.eu,N/A,N/A,N/A,"Fisheries, environment, public health, agriculture",PECH; ENVI; AGRI,2024-12-15,
Vladimir PREBILIČ,Slovenia,Greens/EFA,vladimir.prebilic@europarl.europa.eu,N/A,N/A,N/A,"Green policy, sustainable development",REGI; ENVI,2024-12-15,
Friedrich PÜRNER,Germany,NI,friedrich.puerner@europarl.europa.eu,N/A,N/A,N/A,Health policy,ENVI,2024-12-15,
Ruggero RAZZA,Italy,ECR,ruggero.razza@europarl.europa.eu,N/A,N/A,N/A,Health policy,ENVI,2024-12-15,
Matteo RICCI,Italy,S&D,matteo.ricci@europarl.europa.eu,N/A,N/A,N/A,"Transport policy, electrification of transport, environment",TRAN; ENVI,2024-12-15,vice_chair
Chloé RIDEL,France,S&D,chloe.ridel@europarl.europa.eu,N/A,N/A,N/A,"Civil liberties, data protection, digital rights, environment",LIBE; ENVI,2024-12-15,
Manuela RIPA,Germany,EPP,manuela.ripa@europarl.europa.eu,N/A,N/A,N/A,"Environment, industry, energy policy, public health, animal welfare",ITRE; ENVI; SEDE,2024-12-15,
André RODRIGUES,Portugal,S&D,andre.rodrigues@europarl.europa.eu,N/A,N/A,N/A,"Environment, climate policy",ENVI,2024-12-15,
Silvia SARDONE,Italy,PfE,silvia.sardone@europarl.europa.eu,N/A,N/A,N/A,"Environment, women's rights, industry",ENVI; FEMM; ITRE,2024-12-15,
Lena SCHILLING,Austria,Greens/EFA,lena.schilling@europarl.europa.eu,N/A,N/A,N/A,"Environment, foreign affairs - Youngest MEP (23)",ENVI; AFET,2024-12-15,
Christine SCHNEIDER,Germany,EPP,christine.schneider@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, environment, rural policy",AGRI; ENVI,2024-12-15,
Günther SIDL,Austria,S&D,guenther.sidl@europarl.europa.eu,N/A,N/A,N/A,"Environment, public health, industry",ENVI; ITRE,2024-12-15,
Tomislav SOKOL,Croatia,EPP,tomislav.sokol@europarl.europa.eu,N/A,N/A,N/A,"Public health, consumer protection, internal market, digital services, Balkans relations",SANT; IMCO; ENVI; AFCO,2024-12-15,
Maria SPYRAKI,Greece,EPP,maria.spyraki@europarl.europa.eu,N/A,N/A,N/A,"Energy storage, hydrogen technology, ecodesign, chemicals regulation, AI and digital innovation",ITRE; ENVI; REGI,2024-12-15,
Nicolae ȘTEFĂNUȚĂ,Romania,Greens/EFA,nicolae.stefanuta@europarl.europa.eu,N/A,N/A,N/A,"Ukraine support, sustainability, democracy, environmental policy",ENVI; BUDG,2024-12-15,
Virginijus SINKEVIČIUS,Lithuania,Greens/EFA,virginijus.sinkevicius@europarl.europa.eu,N/A,N/A,N/A,Environment; biodiversity; oceans; fisheries; climate policy; former EU Environment Commissioner,ENVI; PECH; ITRE,2024-12-15,
Kai TEGETHOFF,Germany,Greens/EFA,kai.tegethoff@europarl.europa.eu,N/A,N/A,N/A,"Pan-European integration, green policies, digital democracy",AFCO; ENVI,2024-12-15,
Irene TINAGLI,Italy,S&D,irene.tinagli@europarl.europa.eu,N/A,N/A,N/A,"Economic policy, digital euro, banking regulation, financial services, housing policy, AI in finance",HOUS; ECON; ITRE; ENVI,2024-12-15,chair
Bruno TOBBACK,Belgium,S&D,bruno.tobback@europarl.europa.eu,N/A,N/A,N/A,"Social democratic policies, environment, energy",ENVI,2024-12-15,
Marie TOUSSAINT,France,Greens/EFA,marie.toussaint@europarl.europa.eu,N/A,N/A,N/A,"Climate justice, ecocide recognition, environmental law, Green Deal, corporate accountability, renewable energy",ENVI; ECON; ITRE; SANT; FISC; HOUS,2024-12-15,coordinator
Laurence TROCHU,France,ECR,laurence.trochu@europarl.europa.eu,N/A,N/A,N/A,"Conservative values, environment, family policy",ENVI,2024-12-15,
Dimitris TSIODRAS,Greece,EPP,dimitris.tsiodras@europarl.europa.eu,N/A,N/A,N/A,"Greek center-right policies, public health",SANT; ENVI,2024-12-15,
Kathleen VAN BREMPT,Belgium,S&D,kathleen.vanbrempt@europarl.europa.eu,N/A,N/A,N/A,"Social democratic policies, industry, environment, climate",ITRE; ENVI,2024-12-15,
Vlad VASILE-VOICULESCU,Romania,Renew Europe,vlad.voiculescu@europarl.europa.eu,N/A,N/A,N/A,"Progressive reform, anti-corruption, health policy",SANT; ENVI,2024-12-15,
Aurelijus VERYGA,Lithuania,ECR,aurelijus.veryga@europarl.europa.eu,N/A,N/A,N/A,"Health policy, conservative values, public health",SANT; ENVI,2024-12-15,
Catarina VIEIRA,Netherlands,Greens/EFA,catarina.vieira@europarl.europa.eu,N/A,N/A,N/A,"Green progressive policies, environment, climate",ENVI; TRAN,2024-12-15,
Veronika VRECIONOVÁ,Czechia,ECR,veronika.vrecionova@europarl.europa.eu,N/A,N/A,N/A,"Agricultural policy, rural affairs, food security",AGRI; ENVI,2024-12-15,agri_chair; chair
Jadwiga WIŚNIEWSKA,Poland,ECR,jadwiga.wisniewska@europarl.europa.eu,N/A,N/A,N/A,"Justice and home affairs, environment, women's rights, data protection",LIBE; ENVI; FEMM,2024-12-15,
Tiemo WÖLKEN,Germany,S&D,tiemo.wolken@europarl.europa.eu,N/A,N/A,N/A,"Legal affairs, environmental law, digital policy, AI regulation, consumer protection",JURI; ENVI,2024-12-15,
Sander WOLTERS,Netherlands,EPP,sander.wolters@europarl.europa.eu,N/A,N/A,N/A,"Environmental policy, agriculture, sustainability",ENVI; AGRI,2024-12-15,
Anna ZALEWSKA,Poland,ECR,anna.zalewska@europarl.europa.eu,N/A,N/A,N/A,"Environment, employment, education",ENVI; EMPL,2024-12-15,
