mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Ilia LAZAROV,Bulgaria,EPP,ilia.lazarov@europarl.europa.eu,N/A,N/A,N/A,Foreign affairs; agriculture,AFET; AGRI,2024-12-15,
Julien LEONARDELLI,France,PfE,julien.leonardelli@europarl.europa.eu,N/A,N/A,N/A,Agriculture; fisheries,AGRI; PECH,2024-12-15,
Norbert LINS,Germany,EPP,norbert.lins@europarl.europa.eu,N/A,N/A,N/A,Agriculture; environment,AGRI; ENVI,2024-12-15,
Cristina MAESTRE,Spain,S&D,cristina.maestre@europarl.europa.eu,N/A,N/A,N/A,Regional development; agriculture,REGI; AGRI,2024-12-15,
Gabriel MATO,Spain,EPP,gabriel.mato@europarl.europa.eu,N/A,N/A,N/A,Fisheries; agriculture,PECH; AGRI,2024-12-15,
Nora MEBAREK,France,S&D,nora.mebarek@europarl.europa.eu,N/A,N/A,N/A,Regional development; agriculture,REGI; AGRI,2024-12-15,
Alexandra MEHNERT,Germany,EPP,alexandra.mehnert@europarl.europa.eu,N/A,N/A,N/A,Environment; agriculture,ENVI; AGRI,2024-12-15,
Dan-Ştefan MOTREANU,Romania,EPP,danstefan.motreanu@europarl.europa.eu,N/A,N/A,N/A,Agriculture; environment,AGRI; ENVI,2024-12-15,
Ciaran MULLOOLY,Ireland,Renew Europe,ciaran.mullooly@europarl.europa.eu,N/A,N/A,N/A,Agriculture; regional development,AGRI; REGI,2024-12-15,
Maria NOICHL,Germany,S&D,maria.noichl@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, gender equality, human rights, animal welfare",AGRI; FEMM; ENVI; DROI,2024-12-15,
Henk Jan ORMEL,Netherlands,PfE,henkjan.ormel@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, rural development, animal welfare",AGRI; ANIT,2024-12-15,
Max ORVILLE,France,Renew,max.orville@europarl.europa.eu,N/A,N/A,N/A,"Regional development, overseas territories, agriculture",REGI; AGRI,2024-12-15,
Henrik OVERGAARD NIELSEN,Denmark,ECR,henrik.overgaardnielsen@europarl.europa.eu,N/A,N/A,N/A,"Environment, agriculture, public health",ENVI; AGRI,2024-12-15,
Valentina PALMISANO,Italy,The Left,valentina.palmisano@europarl.europa.eu,N/A,N/A,N/A,"Social policy, environmental issues",AGRI; ENVI,2024-12-15,
Jessica POLFJÄRD,Sweden,EPP,jessica.polfjard@europarl.europa.eu,N/A,N/A,N/A,"Fisheries, environment, public health, agriculture",PECH; ENVI; AGRI,2024-12-15,
Bert-Jan RUISSEN,Netherlands,ECR,bertjan.ruissen@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, fisheries, trade policy - ECR Chief Whip",AGRI; PECH; AFET,2024-12-15,
Christian SAGARTZ,Austria,EPP,christian.sagartz@europarl.europa.eu,N/A,N/A,N/A,"Regional development, agriculture",REGI; AGRI,2024-12-15,
Anne SANDER,France,EPP,anne.sander@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, employment",AGRI; EMPL,2024-12-15,
Simone SCHMIEDTBAUER,Austria,EPP,simone.schmiedtbauer@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, rural development",AGRI,2024-12-15,
Christine SCHNEIDER,Germany,EPP,christine.schneider@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, environment, rural policy",AGRI; ENVI,2024-12-15,
Aušra SEIBUTYTĖ,Lithuania,EPP,ausra.seibutyte@europarl.europa.eu,N/A,N/A,N/A,"Employment, agriculture",EMPL; AGRI,2024-12-15,
Czesław Adam SIEKIERSKI,Poland,EPP,czeslawawadam.siekierski@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, rural development",AGRI,2024-12-15,
Christine SINGER,Germany,ESN,christine.singer@europarl.europa.eu,N/A,N/A,N/A,National sovereignty,AGRI,2024-12-15,
Isabella TOVAGLIERI,Italy,PfE,isabella.tovaglieri@europarl.europa.eu,N/A,N/A,N/A,"Industry, Made in Italy protection, AI Act implementation, digital services, women's rights",ITRE; INTA; AGRI,2024-12-15,
Ivaylo VALCHEV,Bulgaria,ECR,ivaylo.valchev@europarl.europa.eu,N/A,N/A,N/A,"Conservative policies, internal market",IMCO; AGRI,2024-12-15,
Jessika VAN LEEUWEN,Netherlands,EPP,jessika.vanleeuwen@europarl.europa.eu,N/A,N/A,N/A,"Agricultural interests, rural communities, farmers' rights",AGRI,2024-12-15,
Hilde VAUTMANS,Belgium,Renew Europe,hilde.vautmans@europarl.europa.eu,N/A,N/A,N/A,"Liberal policies, foreign affairs, agriculture",AFET; AGRI,2024-12-15,
Veronika VRECIONOVÁ,Czechia,ECR,veronika.vrecionova@europarl.europa.eu,N/A,N/A,N/A,"Agricultural policy, rural affairs, food security",AGRI; ENVI,2024-12-15,agri_chair; chair
Thomas WAITZ,Austria,Greens/EFA,thomas.waitz@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, food safety, animal welfare, environmental protection, sustainable farming",AGRI; AFET,2024-12-15,
Maria WALSH,Ireland,EPP,maria.walsh@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, rural affairs, social issues, LGBTQ+ rights",AGRI; EMPL,2024-12-15,
Marta WCISŁO,Poland,EPP,marta.wcislo@europarl.europa.eu,N/A,N/A,N/A,"Technology, energy policy, industry",ITRE; AGRI,2024-12-15,
Sander WOLTERS,Netherlands,EPP,sander.wolters@europarl.europa.eu,N/A,N/A,N/A,"Environmental policy, agriculture, sustainability",ENVI; AGRI,2024-12-15,
